day_nb_ind,event_id,date
28,140,2014-03-29
28,141,2014-03-29
28,142,2014-03-29
28,143,2014-03-29
28,144,2014-03-29
28,145,2014-03-29
28,146,2014-03-29
28,147,2014-03-29
28,148,2014-03-29
28,149,2014-03-29
28,150,2014-03-29
28,151,2014-03-29
28,152,2014-03-29
28,153,2014-03-29
28,154,2014-03-29
28,155,2014-03-29
28,156,2014-03-29
28,157,2014-03-29
28,158,2014-03-29
28,159,2014-03-29
28,160,2014-03-29
28,161,2014-03-29
28,162,2014-03-29
29,163,2014-03-30
29,164,2014-03-30
29,165,2014-03-30
29,166,2014-03-30
29,167,2014-03-30
29,168,2014-03-30
29,169,2014-03-30
29,170,2014-03-30
29,171,2014-03-30
29,172,2014-03-30
29,173,2014-03-30
29,174,2014-03-30
29,175,2014-03-30
29,176,2014-03-30
29,177,2014-03-30
29,178,2014-03-30
29,179,2014-03-30
29,180,2014-03-30
29,181,2014-03-30
29,182,2014-03-30
29,183,2014-03-30
29,184,2014-03-30
29,185,2014-03-30
29,186,2014-03-30
29,187,2014-03-30
29,188,2014-03-30
29,189,2014-03-30
29,190,2014-03-30
29,191,2014-03-30
29,192,2014-03-30
29,193,2014-03-30
29,194,2014-03-30
29,195,2014-03-30
29,196,2014-03-30
29,197,2014-03-30
29,198,2014-03-30
29,199,2014-03-30
29,200,2014-03-30
29,201,2014-03-30
29,202,2014-03-30
29,203,2014-03-30
29,204,2014-03-30
29,205,2014-03-30
29,206,2014-03-30
29,207,2014-03-30
29,208,2014-03-30
29,209,2014-03-30
29,210,2014-03-30
29,211,2014-03-30
29,212,2014-03-30
29,213,2014-03-30
30,214,2014-03-31
30,215,2014-03-31
30,216,2014-03-31
30,217,2014-03-31
30,218,2014-03-31
30,219,2014-03-31
30,220,2014-03-31
30,221,2014-03-31
30,222,2014-03-31
30,223,2014-03-31
30,224,2014-03-31
31,225,2014-04-01
31,226,2014-04-01
31,227,2014-04-01
31,228,2014-04-01
31,229,2014-04-01
31,230,2014-04-01
31,231,2014-04-01
31,232,2014-04-01
31,233,2014-04-01
31,234,2014-04-01
31,235,2014-04-01
31,236,2014-04-01
31,237,2014-04-01
31,238,2014-04-01
31,239,2014-04-01
31,240,2014-04-01
32,241,2014-04-02
32,242,2014-04-02
32,243,2014-04-02
32,244,2014-04-02
32,245,2014-04-02
32,246,2014-04-02
33,247,2014-04-03
33,248,2014-04-03
33,249,2014-04-03
33,250,2014-04-03
33,251,2014-04-03
33,252,2014-04-03
33,253,2014-04-03
33,254,2014-04-03
33,255,2014-04-03
33,256,2014-04-03
33,257,2014-04-03
33,258,2014-04-03
33,259,2014-04-03
33,260,2014-04-03
33,261,2014-04-03
33,262,2014-04-03
33,263,2014-04-03
33,264,2014-04-03
33,265,2014-04-03
33,266,2014-04-03
33,267,2014-04-03
33,268,2014-04-03
34,269,2014-04-04
34,270,2014-04-04
34,271,2014-04-04
34,272,2014-04-04
34,273,2014-04-04
34,274,2014-04-04
34,275,2014-04-04
34,276,2014-04-04
34,277,2014-04-04
34,278,2014-04-04
34,279,2014-04-04
34,280,2014-04-04
34,281,2014-04-04
34,282,2014-04-04
34,283,2014-04-04
34,284,2014-04-04
34,285,2014-04-04
34,286,2014-04-04
35,287,2014-04-05
35,288,2014-04-05
35,289,2014-04-05
35,290,2014-04-05
35,291,2014-04-05
37,292,2014-04-07
37,293,2014-04-07
37,294,2014-04-07
37,295,2014-04-07
38,296,2014-04-08
38,297,2014-04-08
38,298,2014-04-08
38,299,2014-04-08
40,300,2014-04-10
40,301,2014-04-10
40,302,2014-04-10
40,303,2014-04-10
40,304,2014-04-10
40,305,2014-04-10
40,306,2014-04-10
40,307,2014-04-10
40,308,2014-04-10
40,309,2014-04-10
40,310,2014-04-10
40,311,2014-04-10
40,312,2014-04-10
40,313,2014-04-10
40,314,2014-04-10
40,315,2014-04-10
40,316,2014-04-10
40,317,2014-04-10
40,318,2014-04-10
40,319,2014-04-10
41,320,2014-04-11
41,321,2014-04-11
41,322,2014-04-11
41,323,2014-04-11
41,324,2014-04-11
41,325,2014-04-11
41,326,2014-04-11
41,327,2014-04-11
41,328,2014-04-11
41,329,2014-04-11
41,330,2014-04-11
41,331,2014-04-11
41,332,2014-04-11
41,333,2014-04-11
41,334,2014-04-11
41,335,2014-04-11
41,336,2014-04-11
41,337,2014-04-11
41,338,2014-04-11
41,339,2014-04-11
41,340,2014-04-11
41,341,2014-04-11
41,342,2014-04-11
41,343,2014-04-11
41,344,2014-04-11
41,345,2014-04-11
41,346,2014-04-11
41,347,2014-04-11
41,348,2014-04-11
41,349,2014-04-11
41,350,2014-04-11
41,351,2014-04-11
41,352,2014-04-11
41,353,2014-04-11
41,354,2014-04-11
41,355,2014-04-11
41,356,2014-04-11
41,357,2014-04-11
41,358,2014-04-11
41,359,2014-04-11
41,360,2014-04-11
41,361,2014-04-11
41,362,2014-04-11
41,363,2014-04-11
41,364,2014-04-11
41,365,2014-04-11
41,366,2014-04-11
41,367,2014-04-11
41,368,2014-04-11
41,369,2014-04-11
41,370,2014-04-11
41,371,2014-04-11
41,372,2014-04-11
41,373,2014-04-11
41,374,2014-04-11
41,375,2014-04-11
41,376,2014-04-11
41,377,2014-04-11
41,378,2014-04-11
41,379,2014-04-11
41,380,2014-04-11
41,381,2014-04-11
41,382,2014-04-11
41,383,2014-04-11
42,384,2014-04-12
42,385,2014-04-12
42,386,2014-04-12
42,387,2014-04-12
42,388,2014-04-12
42,389,2014-04-12
42,390,2014-04-12
42,391,2014-04-12
42,392,2014-04-12
42,393,2014-04-12
42,394,2014-04-12
42,395,2014-04-12
42,396,2014-04-12
42,397,2014-04-12
42,398,2014-04-12
42,399,2014-04-12
42,400,2014-04-12
42,401,2014-04-12
42,402,2014-04-12
42,403,2014-04-12
42,404,2014-04-12
42,405,2014-04-12
42,406,2014-04-12
42,407,2014-04-12
42,408,2014-04-12
42,409,2014-04-12
42,410,2014-04-12
42,411,2014-04-12
42,412,2014-04-12
42,413,2014-04-12
42,414,2014-04-12
42,415,2014-04-12
42,416,2014-04-12
42,417,2014-04-12
42,418,2014-04-12
42,419,2014-04-12
42,420,2014-04-12
42,421,2014-04-12
42,422,2014-04-12
42,423,2014-04-12
42,424,2014-04-12
42,425,2014-04-12
42,426,2014-04-12
42,427,2014-04-12
42,428,2014-04-12
42,429,2014-04-12
42,430,2014-04-12
42,431,2014-04-12
42,432,2014-04-12
42,433,2014-04-12
42,434,2014-04-12
42,435,2014-04-12
42,436,2014-04-12
42,437,2014-04-12
42,438,2014-04-12
42,439,2014-04-12
42,440,2014-04-12
42,441,2014-04-12
42,442,2014-04-12
42,443,2014-04-12
42,444,2014-04-12
42,445,2014-04-12
42,446,2014-04-12
42,447,2014-04-12
43,448,2014-04-13
43,449,2014-04-13
43,450,2014-04-13
43,451,2014-04-13
43,452,2014-04-13
43,453,2014-04-13
43,454,2014-04-13
43,455,2014-04-13
43,456,2014-04-13
43,457,2014-04-13
43,458,2014-04-13
43,459,2014-04-13
43,460,2014-04-13
43,461,2014-04-13
43,462,2014-04-13
43,463,2014-04-13
43,464,2014-04-13
43,465,2014-04-13
43,466,2014-04-13
43,467,2014-04-13
43,468,2014-04-13
43,469,2014-04-13
43,470,2014-04-13
43,471,2014-04-13
43,472,2014-04-13
43,473,2014-04-13
43,474,2014-04-13
43,475,2014-04-13
44,476,2014-04-14
44,477,2014-04-14
44,478,2014-04-14
44,479,2014-04-14
44,480,2014-04-14
44,481,2014-04-14
44,482,2014-04-14
44,483,2014-04-14
44,484,2014-04-14
44,485,2014-04-14
44,486,2014-04-14
45,487,2014-04-15
45,488,2014-04-15
45,489,2014-04-15
45,490,2014-04-15
45,491,2014-04-15
45,492,2014-04-15
45,493,2014-04-15
45,494,2014-04-15
45,495,2014-04-15
45,496,2014-04-15
45,497,2014-04-15
45,498,2014-04-15
45,499,2014-04-15
45,500,2014-04-15
45,501,2014-04-15
45,502,2014-04-15
45,503,2014-04-15
45,504,2014-04-15
45,505,2014-04-15
46,506,2014-04-16
46,507,2014-04-16
46,508,2014-04-16
46,509,2014-04-16
46,510,2014-04-16
46,511,2014-04-16
46,512,2014-04-16
46,513,2014-04-16
47,514,2014-04-17
47,515,2014-04-17
47,516,2014-04-17
47,517,2014-04-17
47,518,2014-04-17
47,519,2014-04-17
47,520,2014-04-17
47,521,2014-04-17
47,522,2014-04-17
47,523,2014-04-17
47,524,2014-04-17
53,525,2014-04-23
53,526,2014-04-23
54,527,2014-04-24
54,528,2014-04-24
55,529,2014-04-25
55,530,2014-04-25
55,531,2014-04-25
55,532,2014-04-25
55,533,2014-04-25
55,534,2014-04-25
55,535,2014-04-25
55,536,2014-04-25
55,537,2014-04-25
56,538,2014-04-26
56,539,2014-04-26
56,540,2014-04-26
56,541,2014-04-26
56,542,2014-04-26
56,543,2014-04-26
58,544,2014-04-28
66,545,2014-05-06
68,546,2014-05-08
73,547,2014-05-13
73,548,2014-05-13
73,549,2014-05-13
74,550,2014-05-14
75,551,2014-05-15
75,552,2014-05-15
75,553,2014-05-15
75,554,2014-05-15
76,555,2014-05-16
76,556,2014-05-16
76,557,2014-05-16
76,558,2014-05-16
76,559,2014-05-16
76,560,2014-05-16
76,561,2014-05-16
77,561,2014-05-17
77,562,2014-05-17
77,563,2014-05-17
77,564,2014-05-17
77,565,2014-05-17
77,566,2014-05-17
77,567,2014-05-17
77,568,2014-05-17
77,569,2014-05-17
77,570,2014-05-17
79,571,2014-05-19
79,572,2014-05-19
79,573,2014-05-19
79,574,2014-05-19
79,575,2014-05-19
80,576,2014-05-20
80,577,2014-05-20
80,578,2014-05-20
80,579,2014-05-20
82,580,2014-05-22
82,581,2014-05-22
82,582,2014-05-22
82,583,2014-05-22
82,584,2014-05-22
82,585,2014-05-22
82,586,2014-05-22
82,587,2014-05-22
82,588,2014-05-22
82,589,2014-05-22
82,590,2014-05-22
82,591,2014-05-22
82,592,2014-05-22
82,593,2014-05-22
82,594,2014-05-22
82,595,2014-05-22
83,596,2014-05-23
84,597,2014-05-24
84,598,2014-05-24
84,599,2014-05-24
86,600,2014-05-26
87,601,2014-05-27
87,602,2014-05-27
87,603,2014-05-27
87,604,2014-05-27
87,605,2014-05-27
87,606,2014-05-27
88,607,2014-05-28
88,608,2014-05-28
88,609,2014-05-28
88,610,2014-05-28
88,611,2014-05-28
88,612,2014-05-28
88,613,2014-05-28
88,614,2014-05-28
88,615,2014-05-28
88,616,2014-05-28
88,617,2014-05-28
88,618,2014-05-28
88,619,2014-05-28
90,620,2014-05-30
90,621,2014-05-30
94,622,2014-06-03
94,623,2014-06-03
94,624,2014-06-03
94,625,2014-06-03
94,626,2014-06-03
94,627,2014-06-03
94,628,2014-06-03
94,629,2014-06-03
94,630,2014-06-03
94,631,2014-06-03
94,632,2014-06-03
94,633,2014-06-03
94,634,2014-06-03
94,635,2014-06-03
95,636,2014-06-04
95,637,2014-06-04
95,638,2014-06-04
95,639,2014-06-04
95,640,2014-06-04
96,641,2014-06-05
96,642,2014-06-05
96,643,2014-06-05
96,644,2014-06-05
97,645,2014-06-06
97,646,2014-06-06
97,647,2014-06-06
97,648,2014-06-06
97,649,2014-06-06
97,650,2014-06-06
97,651,2014-06-06
97,652,2014-06-06
97,653,2014-06-06
97,654,2014-06-06
97,655,2014-06-06
97,656,2014-06-06
97,657,2014-06-06
97,658,2014-06-06
97,659,2014-06-06
97,660,2014-06-06
98,661,2014-06-07
100,662,2014-06-09
100,663,2014-06-09
100,664,2014-06-09
100,665,2014-06-09
100,666,2014-06-09
100,667,2014-06-09
100,668,2014-06-09
100,669,2014-06-09
100,670,2014-06-09
100,671,2014-06-09
100,672,2014-06-09
101,673,2014-06-10
102,674,2014-06-11
102,675,2014-06-11
102,676,2014-06-11
102,677,2014-06-11
102,678,2014-06-11
102,679,2014-06-11
102,680,2014-06-11
102,681,2014-06-11
102,682,2014-06-11
102,683,2014-06-11
102,684,2014-06-11
102,685,2014-06-11
103,686,2014-06-12
103,687,2014-06-12
103,688,2014-06-12
103,689,2014-06-12
103,690,2014-06-12
103,691,2014-06-12
103,692,2014-06-12
103,693,2014-06-12
103,694,2014-06-12
103,695,2014-06-12
103,696,2014-06-12
103,697,2014-06-12
103,698,2014-06-12
103,699,2014-06-12
103,700,2014-06-12
104,701,2014-06-13
104,702,2014-06-13
104,703,2014-06-13
104,704,2014-06-13
104,705,2014-06-13
104,706,2014-06-13
104,707,2014-06-13
104,708,2014-06-13
104,709,2014-06-13
104,710,2014-06-13
104,711,2014-06-13
104,712,2014-06-13
104,713,2014-06-13
104,714,2014-06-13
104,715,2014-06-13
104,716,2014-06-13
104,717,2014-06-13
104,718,2014-06-13
104,719,2014-06-13
104,720,2014-06-13
104,721,2014-06-13
104,722,2014-06-13
104,723,2014-06-13
104,724,2014-06-13
104,725,2014-06-13
104,726,2014-06-13
104,727,2014-06-13
104,728,2014-06-13
104,729,2014-06-13
104,730,2014-06-13
105,730,2014-06-14
105,731,2014-06-14
105,732,2014-06-14
105,733,2014-06-14
105,734,2014-06-14
105,735,2014-06-14
105,736,2014-06-14
105,737,2014-06-14
105,738,2014-06-14
105,739,2014-06-14
105,740,2014-06-14
107,741,2014-06-16
107,742,2014-06-16
107,743,2014-06-16
107,744,2014-06-16
107,745,2014-06-16
107,746,2014-06-16
