event_id,start_time,end_time,duration_seconds,max_concentration,mean_concentration,num_measurements,date
165,2014-03-20 16:38:37,2014-03-20 16:40:50,133.0,0.7,0.7,38,2014-03-20
166,2014-03-20 16:44:45,2014-03-20 16:46:02,77.0,0.7,0.7,34,2014-03-20
167,2014-03-20 16:57:07,2014-03-20 16:57:36,29.0,0.7,0.7,22,2014-03-20
168,2014-03-20 17:07:38,2014-03-20 17:11:17,219.0,0.7,0.7,98,2014-03-20
169,2014-03-20 17:15:09,2014-03-20 17:15:12,3.0,0.7,0.7,4,2014-03-20
170,2014-03-20 17:33:37,2014-03-20 17:44:02,625.0,1.0,0.7792387543252596,578,2014-03-20
171,2014-03-20 17:53:15,2014-03-20 17:53:54,39.0,0.7,0.6999999999999998,6,2014-03-20
172,2014-03-20 18:02:27,2014-03-20 18:04:36,129.0,0.8,0.7293103448275862,116,2014-03-20
173,2014-03-20 18:20:57,2014-03-20 18:22:34,97.0,0.8,0.7133333333333334,90,2014-03-20
174,2014-03-20 19:07:11,2014-03-20 19:07:50,39.0,0.8,0.7058823529411765,34,2014-03-20
175,2014-03-20 19:16:51,2014-03-20 19:18:36,105.0,0.7,0.7,50,2014-03-20
176,2014-03-20 19:25:41,2014-03-20 19:27:06,85.0,0.8,0.7302325581395348,86,2014-03-20
177,2014-03-20 19:38:01,2014-03-20 19:38:08,7.0,0.7,0.7,8,2014-03-20
178,2014-03-20 20:32:22,2014-03-20 20:34:23,121.0,0.7,0.6999999999999998,12,2014-03-20
179,2014-03-20 22:01:02,2014-03-20 22:03:57,175.0,0.7,0.6999999999999998,48,2014-03-20
180,2014-03-20 22:07:32,2014-03-20 22:11:31,239.0,0.9,0.7702702702702703,74,2014-03-20
181,2014-03-20 22:13:38,2014-03-20 22:13:41,3.0,0.7,0.7,4,2014-03-20
182,2014-03-21 00:11:44,2014-03-21 00:12:31,47.0,0.7,0.6999999999999998,6,2014-03-21
183,2014-03-21 00:16:06,2014-03-21 00:16:07,1.0,0.7,0.7,2,2014-03-21
184,2014-03-21 00:26:34,2014-03-21 00:30:07,213.0,0.7,0.6999999999999998,12,2014-03-21
185,2014-03-21 00:34:36,2014-03-21 00:35:53,77.0,0.7,0.7,10,2014-03-21
186,2014-03-21 00:39:00,2014-03-21 00:43:33,273.0,0.7,0.7,16,2014-03-21
187,2014-03-21 00:46:22,2014-03-21 00:46:27,5.0,0.7,0.6999999999999998,6,2014-03-21
188,2014-03-21 00:48:34,2014-03-21 01:48:58,3624.0,0.7,0.6999999999999998,768,2014-03-21
189,2014-03-21 01:51:15,2014-03-21 02:11:30,1215.0,0.7,0.7,268,2014-03-21
190,2014-03-21 02:13:39,2014-03-21 02:27:36,837.0,0.7,0.7,330,2014-03-21
191,2014-03-21 02:32:33,2014-03-21 02:33:18,45.0,0.7,0.6999999999999998,6,2014-03-21
192,2014-03-21 02:36:27,2014-03-21 02:56:46,1219.0,0.7,0.7,168,2014-03-21
193,2014-03-21 02:59:17,2014-03-21 03:00:16,59.0,0.7,0.6999999999999998,6,2014-03-21
194,2014-03-21 03:02:39,2014-03-21 03:02:54,15.0,0.7,0.7,4,2014-03-21
195,2014-03-21 03:05:23,2014-03-21 03:11:42,379.0,0.7,0.7,22,2014-03-21
196,2014-03-21 03:15:23,2014-03-21 03:15:24,1.0,0.7,0.7,2,2014-03-21
197,2014-03-21 03:18:03,2014-03-21 03:25:06,423.0,0.7,0.7,38,2014-03-21
198,2014-03-21 03:27:37,2014-03-21 03:37:44,607.0,0.7,0.7,46,2014-03-21
199,2014-03-21 03:40:43,2014-03-21 03:41:30,47.0,0.7,0.7,4,2014-03-21
200,2014-03-21 03:47:21,2014-03-21 03:47:28,7.0,0.7,0.6999999999999998,6,2014-03-21
201,2014-03-21 03:49:39,2014-03-21 04:05:26,947.0,0.7,0.7,78,2014-03-21
202,2014-03-21 04:07:31,2014-03-21 04:08:32,61.0,0.7,0.7,22,2014-03-21
203,2014-03-21 04:10:37,2014-03-21 04:16:20,343.0,0.7,0.7,36,2014-03-21
204,2014-03-21 04:19:47,2014-03-21 04:23:10,203.0,0.7,0.7,22,2014-03-21
205,2014-03-21 04:26:45,2014-03-21 04:28:26,101.0,0.7,0.7,16,2014-03-21
206,2014-03-21 04:33:29,2014-03-21 04:35:02,93.0,0.7,0.6999999999999998,12,2014-03-21
207,2014-03-21 04:37:51,2014-03-21 04:52:16,865.0,0.7,0.7,78,2014-03-21
208,2014-03-21 04:54:41,2014-03-21 05:03:22,521.0,0.7,0.7,26,2014-03-21
209,2014-03-21 05:05:45,2014-03-21 05:09:50,245.0,0.7,0.7,20,2014-03-21
210,2014-03-21 05:19:27,2014-03-21 05:21:16,109.0,0.7,0.7,8,2014-03-21
211,2014-03-21 05:29:07,2014-03-21 05:29:48,41.0,0.7,0.6999999999999998,6,2014-03-21
212,2014-03-21 05:32:07,2014-03-21 05:32:10,3.0,0.7,0.7,4,2014-03-21
213,2014-03-21 05:37:02,2014-03-21 05:37:05,3.0,0.7,0.7,4,2014-03-21
214,2014-03-21 05:41:25,2014-03-21 05:41:28,3.0,0.7,0.7,4,2014-03-21
215,2014-03-21 06:15:13,2014-03-21 06:15:16,3.0,0.7,0.7,4,2014-03-21
216,2014-03-21 06:18:37,2014-03-21 06:18:38,1.0,0.7,0.7,2,2014-03-21
217,2014-03-21 06:23:13,2014-03-21 06:23:16,3.0,0.7,0.7,4,2014-03-21
218,2014-03-21 07:09:09,2014-03-21 07:09:18,9.0,0.7,0.7,4,2014-03-21
219,2014-03-21 07:19:21,2014-03-21 07:19:24,3.0,0.7,0.7,4,2014-03-21
220,2014-03-21 07:26:33,2014-03-21 07:29:20,167.0,0.7,0.6999999999999998,24,2014-03-21
221,2014-03-21 07:36:03,2014-03-21 07:36:06,3.0,0.7,0.7,4,2014-03-21
222,2014-03-21 07:41:03,2014-03-21 07:42:38,95.0,0.7,0.7,20,2014-03-21
223,2014-03-21 07:45:25,2014-03-21 07:52:02,397.0,0.7,0.7,254,2014-03-21
224,2014-03-21 07:54:55,2014-03-21 08:01:44,409.0,0.7,0.7,114,2014-03-21
225,2014-03-21 08:24:15,2014-03-21 08:28:35,260.0,0.7,0.7,46,2014-03-21
226,2014-03-21 08:31:28,2014-03-21 08:31:31,3.0,0.7,0.7,4,2014-03-21
227,2014-03-21 08:34:52,2014-03-21 08:45:35,643.0,1.0,0.7493589743589743,312,2014-03-21
228,2014-03-21 08:49:10,2014-03-21 08:50:45,95.0,0.9,0.775,96,2014-03-21
229,2014-03-21 08:57:32,2014-03-21 08:57:33,1.0,0.7,0.7,2,2014-03-21
230,2014-03-21 09:05:34,2014-03-21 09:05:35,1.0,0.7,0.7,2,2014-03-21
231,2014-03-21 09:14:32,2014-03-21 09:14:35,3.0,0.7,0.7,4,2014-03-21
232,2014-03-21 09:41:11,2014-03-21 09:41:12,1.0,0.7,0.7,2,2014-03-21
233,2014-03-21 09:48:31,2014-03-21 09:49:10,39.0,0.7,0.7,28,2014-03-21
234,2014-03-21 10:06:55,2014-03-21 10:06:58,3.0,0.7,0.7,4,2014-03-21
235,2014-03-21 10:33:21,2014-03-21 10:33:22,1.0,0.7,0.7,2,2014-03-21
236,2014-03-21 10:44:31,2014-03-21 10:44:34,3.0,0.7,0.7,4,2014-03-21
237,2014-03-21 10:58:15,2014-03-21 10:59:46,91.0,0.7,0.7,18,2014-03-21
238,2014-03-21 11:02:43,2014-03-21 11:08:08,325.0,0.8,0.7074074074074074,216,2014-03-21
239,2014-03-21 11:15:31,2014-03-21 11:23:12,461.0,0.7,0.6999999999999998,96,2014-03-21
240,2014-03-21 11:30:03,2014-03-21 11:34:50,287.0,0.7,0.7,64,2014-03-21
241,2014-03-21 12:29:10,2014-03-21 12:50:26,1276.0,1.3,0.8158831003811945,787,2014-03-21
242,2014-03-21 12:52:39,2014-03-21 13:53:03,3624.0,1.4,0.9017989831834181,2557,2014-03-21
243,2014-03-21 13:55:44,2014-03-21 13:56:29,45.0,0.7,0.7,10,2014-03-21
244,2014-03-21 14:00:28,2014-03-21 14:04:25,237.0,0.8,0.7099999999999999,60,2014-03-21
245,2014-03-21 14:12:56,2014-03-21 14:30:53,1077.0,1.2,0.8206266318537859,766,2014-03-21
246,2014-03-21 14:34:36,2014-03-21 14:48:11,815.0,1.3,0.8881679389312978,524,2014-03-21
247,2014-03-21 14:58:54,2014-03-21 14:59:01,7.0,0.8,0.725,8,2014-03-21
248,2014-03-21 15:01:10,2014-03-21 15:01:21,11.0,0.8,0.75,8,2014-03-21
249,2014-03-21 15:03:36,2014-03-21 15:04:23,47.0,1.1,0.9,48,2014-03-21
250,2014-03-21 15:11:40,2014-03-21 15:11:59,19.0,0.9,0.77,20,2014-03-21
251,2014-03-21 15:20:00,2014-03-21 15:38:37,1117.0,1.2,0.8003215434083601,622,2014-03-21
252,2014-03-21 15:56:02,2014-03-21 15:58:45,163.0,1.0,0.8357142857142856,56,2014-03-21
253,2014-03-21 16:21:16,2014-03-21 16:22:09,53.0,0.9,0.75,24,2014-03-21
254,2014-03-21 17:04:56,2014-03-21 17:06:45,109.0,0.8,0.7176470588235294,68,2014-03-21
255,2014-03-21 17:24:36,2014-03-21 17:25:37,61.0,0.8,0.7096774193548387,62,2014-03-21
256,2014-03-21 17:29:58,2014-03-21 18:29:31,3573.0,1.3,0.8858780929390465,3314,2014-03-21
257,2014-03-21 18:31:58,2014-03-21 18:31:59,1.0,0.7,0.7,2,2014-03-21
258,2014-03-21 18:36:50,2014-03-21 18:37:13,23.0,0.7,0.7,8,2014-03-21
259,2014-03-21 18:39:44,2014-03-21 19:12:33,1969.0,1.6,0.9574123989218328,1484,2014-03-21
260,2014-03-21 19:15:56,2014-03-21 19:16:11,15.0,0.7,0.7,16,2014-03-21
261,2014-03-21 19:29:10,2014-03-21 19:29:37,27.0,0.7,0.7,16,2014-03-21
262,2014-03-21 19:35:00,2014-03-21 19:35:17,17.0,0.7,0.7,18,2014-03-21
263,2014-03-21 19:37:34,2014-03-21 19:51:47,853.0,0.9,0.7383259911894273,454,2014-03-21
264,2014-03-21 19:54:00,2014-03-21 20:07:39,819.0,1.1,0.8359173126614987,774,2014-03-21
265,2014-03-21 20:10:00,2014-03-21 20:11:07,67.0,0.7,0.7,18,2014-03-21
266,2014-03-22 06:08:15,2014-03-22 06:12:04,229.0,0.7,0.7,68,2014-03-22
267,2014-03-22 06:34:40,2014-03-22 06:39:05,265.0,0.9,0.7431818181818183,88,2014-03-22
268,2014-03-22 06:42:34,2014-03-22 06:46:37,243.0,0.9,0.7459183673469387,196,2014-03-22
269,2014-03-22 06:56:10,2014-03-22 06:57:33,83.0,0.7,0.7,22,2014-03-22
270,2014-03-22 07:02:24,2014-03-22 07:06:11,227.0,0.7,0.7,38,2014-03-22
271,2014-03-22 07:09:44,2014-03-22 08:25:33,4549.0,1.9,0.909011090573013,4328,2014-03-22
272,2014-03-22 09:15:50,2014-03-22 09:17:27,97.0,0.7,0.7,8,2014-03-22
273,2014-03-22 09:22:16,2014-03-22 09:32:41,625.0,1.6,0.9452471482889734,526,2014-03-22
