event_id,start_time,end_time,duration_seconds,max_concentration,mean_concentration,num_measurements,date
94,2014-04-10 03:49:25,2014-04-10 03:52:54,209.0,0.9,0.7885714285714286,70,2014-04-10
95,2014-04-10 07:15:58,2014-04-10 07:17:49,111.0,2.3,2.097727272727273,88,2014-04-10
96,2014-04-10 07:43:34,2014-04-10 07:45:57,143.0,1.0,0.7769230769230769,78,2014-04-10
97,2014-04-12 01:23:34,2014-04-12 01:23:49,15.0,0.8,0.7625,16,2014-04-12
98,2014-04-12 01:26:31,2014-04-12 01:26:42,11.0,0.7,0.6999999999999998,12,2014-04-12
99,2014-04-12 13:32:38,2014-04-12 13:33:05,27.0,0.7,0.7,10,2014-04-12
100,2014-04-12 15:19:38,2014-04-12 15:30:27,649.0,1.0,0.7614678899082569,218,2014-04-12
101,2014-04-14 01:08:29,2014-04-14 01:10:24,115.0,0.7,0.7,10,2014-04-14
102,2014-04-14 01:13:27,2014-04-14 01:13:56,29.0,0.7,0.6999999999999998,6,2014-04-14
103,2014-04-14 01:18:46,2014-04-14 01:18:55,9.0,0.8,0.74,10,2014-04-14
104,2014-04-14 01:34:51,2014-04-14 01:46:51,720.0,1.1,0.7515384615384616,260,2014-04-14
105,2014-04-14 02:16:50,2014-04-14 02:17:35,45.0,0.7,0.7,8,2014-04-14
106,2014-04-14 03:23:40,2014-04-14 03:23:43,3.0,0.7,0.7,4,2014-04-14
107,2014-04-14 07:28:40,2014-04-14 07:28:45,5.0,0.7,0.6999999999999998,6,2014-04-14
108,2014-04-14 08:11:51,2014-04-14 08:11:58,7.0,0.7,0.7,8,2014-04-14
109,2014-04-14 08:22:33,2014-04-14 08:22:44,11.0,0.7,0.6999999999999998,12,2014-04-14
110,2014-04-14 08:44:05,2014-04-14 08:50:56,411.0,0.8,0.7243243243243244,74,2014-04-14
111,2014-04-14 08:54:21,2014-04-14 08:54:36,15.0,0.8,0.7375,16,2014-04-14
112,2014-04-14 08:57:23,2014-04-14 09:01:08,225.0,0.9,0.7559999999999999,50,2014-04-14
113,2014-04-14 09:14:09,2014-04-14 09:14:18,9.0,0.7,0.7,8,2014-04-14
114,2014-04-14 09:25:13,2014-04-14 09:32:34,441.0,0.9,0.7451612903225806,186,2014-04-14
115,2014-04-14 09:43:21,2014-04-14 09:50:58,457.0,0.9,0.7629629629629631,108,2014-04-14
116,2014-04-14 09:58:37,2014-04-14 10:01:30,173.0,0.7,0.7,26,2014-04-14
117,2014-04-14 10:20:19,2014-04-14 10:21:07,48.0,0.7,0.7,19,2014-04-14
118,2014-04-14 10:23:58,2014-04-14 10:24:01,3.0,0.7,0.7,4,2014-04-14
119,2014-04-14 10:38:58,2014-04-14 10:39:41,43.0,0.7,0.7,8,2014-04-14
120,2014-04-14 11:18:42,2014-04-14 11:18:47,5.0,0.7,0.6999999999999998,6,2014-04-14
121,2014-04-14 11:41:18,2014-04-14 11:41:27,9.0,0.7,0.7,10,2014-04-14
122,2014-04-16 11:12:56,2014-04-16 11:13:29,33.0,2.2,2.01764705882353,34,2014-04-16
123,2014-04-17 13:32:53,2014-04-17 13:34:34,101.0,0.8,0.74,10,2014-04-17
124,2014-04-17 13:42:45,2014-04-17 13:48:38,353.0,1.0,0.7741379310344827,116,2014-04-17
125,2014-04-17 13:53:11,2014-04-17 13:54:04,53.0,0.8,0.75,28,2014-04-17
126,2014-04-17 14:11:35,2014-04-17 14:11:42,7.0,0.8,0.75,8,2014-04-17
127,2014-04-17 15:44:49,2014-04-17 15:45:10,21.0,0.7,0.7,10,2014-04-17
128,2014-04-17 16:41:59,2014-04-17 16:42:06,7.0,0.7,0.7,8,2014-04-17
129,2014-04-17 17:00:55,2014-04-17 17:01:02,7.0,0.7,0.7,8,2014-04-17
130,2014-04-17 17:33:29,2014-04-17 17:40:30,421.0,0.9,0.7307692307692307,78,2014-04-17
131,2014-04-17 17:42:57,2014-04-17 17:44:22,85.0,0.7,0.7,20,2014-04-17
132,2014-04-17 17:48:53,2014-04-17 17:49:02,9.0,0.7,0.7,10,2014-04-17
133,2014-04-17 18:08:51,2014-04-17 18:09:42,51.0,0.9,0.775,16,2014-04-17
134,2014-04-17 18:49:19,2014-04-17 18:49:42,23.0,1.0,0.8666666666666667,24,2014-04-17
135,2014-04-17 18:56:14,2014-04-17 18:56:56,42.0,0.8,0.7529411764705882,17,2014-04-17
136,2014-04-17 22:16:34,2014-04-17 22:21:11,277.0,0.8,0.7111111111111111,54,2014-04-17
137,2014-04-18 00:13:32,2014-04-18 00:17:11,219.0,0.8,0.7214285714285714,28,2014-04-18
138,2014-04-18 00:35:14,2014-04-18 00:35:39,25.0,0.8,0.7181818181818181,22,2014-04-18
139,2014-04-18 00:44:56,2014-04-18 00:45:01,5.0,0.7,0.6999999999999998,6,2014-04-18
140,2014-04-18 01:05:06,2014-04-18 01:05:07,1.0,0.7,0.7,2,2014-04-18
141,2014-04-18 02:52:46,2014-04-18 02:52:51,5.0,0.7,0.6999999999999998,6,2014-04-18
142,2014-04-18 02:54:54,2014-04-18 02:54:59,5.0,0.8,0.7666666666666666,6,2014-04-18
143,2014-04-18 03:18:26,2014-04-18 03:18:31,5.0,0.7,0.6999999999999998,6,2014-04-18
144,2014-04-18 05:28:45,2014-04-18 05:28:48,3.0,0.7,0.7,4,2014-04-18
145,2014-04-18 07:53:57,2014-04-18 07:54:06,9.0,0.8,0.76,10,2014-04-18
146,2014-04-18 07:58:42,2014-04-18 07:58:45,3.0,0.7,0.7,4,2014-04-18
147,2014-04-18 11:21:54,2014-04-18 11:24:59,185.0,1.0,0.775,64,2014-04-18
148,2014-04-18 12:49:05,2014-04-18 12:49:16,11.0,0.7,0.6999999999999998,12,2014-04-18
149,2014-04-18 12:52:13,2014-04-18 12:56:26,253.0,0.8,0.7157894736842105,38,2014-04-18
150,2014-04-18 12:59:35,2014-04-18 12:59:40,5.0,0.7,0.6999999999999998,6,2014-04-18
151,2014-04-18 13:02:13,2014-04-18 13:02:32,19.0,0.8,0.76,20,2014-04-18
152,2014-04-18 13:25:43,2014-04-18 13:25:56,13.0,0.8,0.7285714285714285,14,2014-04-18
153,2014-04-18 13:31:57,2014-04-18 13:35:30,213.0,1.0,0.7645161290322581,62,2014-04-18
154,2014-04-19 12:23:24,2014-04-19 12:23:27,3.0,0.7,0.7,4,2014-04-19
155,2014-04-19 13:22:28,2014-04-19 13:22:33,5.0,0.7,0.6999999999999998,6,2014-04-19
156,2014-04-19 14:09:18,2014-04-19 14:09:25,7.0,0.7,0.7,8,2014-04-19
157,2014-04-24 09:49:10,2014-04-24 09:50:49,99.0,2.2,2.075510204081633,98,2014-04-24
158,2014-04-24 12:16:14,2014-04-24 12:16:17,3.0,0.7,0.7,4,2014-04-24
159,2014-04-24 12:58:20,2014-04-24 12:58:25,5.0,0.7,0.6999999999999998,6,2014-04-24
160,2014-04-24 16:04:01,2014-04-24 16:04:04,3.0,0.7,0.7,4,2014-04-24
161,2014-04-26 14:00:53,2014-04-26 14:00:58,5.0,0.8,0.7666666666666666,6,2014-04-26
162,2014-04-28 03:15:09,2014-04-28 03:15:14,5.0,0.7,0.6999999999999998,6,2014-04-28
163,2014-04-28 03:30:01,2014-04-28 03:30:14,13.0,1.1,0.9285714285714286,14,2014-04-28
164,2014-04-28 03:32:59,2014-04-28 03:33:12,13.0,0.8,0.7857142857142857,14,2014-04-28
165,2014-04-28 09:15:27,2014-04-28 09:16:38,71.0,30.0,9.743333333333334,60,2014-04-28
166,2014-04-29 15:03:42,2014-04-29 15:03:53,11.0,0.7,0.6999999999999998,12,2014-04-29
167,2014-04-29 16:00:12,2014-04-29 16:00:13,1.0,0.7,0.7,2,2014-04-29
168,2014-04-29 16:02:36,2014-04-29 16:02:41,5.0,0.7,0.6999999999999998,6,2014-04-29
169,2014-04-29 16:12:40,2014-04-29 16:13:11,31.0,0.8,0.7384615384615384,26,2014-04-29
170,2014-04-29 16:15:42,2014-04-29 16:16:41,59.0,0.8,0.72,20,2014-04-29
171,2014-04-30 16:17:08,2014-04-30 16:17:09,1.0,0.7,0.7,2,2014-04-30
172,2014-05-01 13:30:09,2014-05-01 13:30:10,1.0,0.7,0.7,2,2014-05-01
173,2014-05-01 13:51:41,2014-05-01 13:51:44,3.0,0.7,0.7,4,2014-05-01
174,2014-05-01 13:55:13,2014-05-01 13:55:18,5.0,0.7,0.6999999999999998,6,2014-05-01
175,2014-05-01 14:00:11,2014-05-01 14:00:28,17.0,0.7,0.7,18,2014-05-01
176,2014-05-01 15:00:13,2014-05-01 15:00:18,5.0,0.7,0.6999999999999998,6,2014-05-01
177,2014-05-01 15:04:29,2014-05-01 15:04:42,13.0,0.7,0.7,14,2014-05-01
178,2014-05-04 12:05:24,2014-05-04 12:05:27,3.0,0.7,0.7,4,2014-05-04
179,2014-05-04 12:13:32,2014-05-04 12:13:37,5.0,0.7,0.6999999999999998,6,2014-05-04
180,2014-05-04 13:24:22,2014-05-04 13:26:37,135.0,0.8,0.7142857142857143,28,2014-05-04
181,2014-05-04 13:38:56,2014-05-04 13:40:05,69.0,0.7,0.7,14,2014-05-04
182,2014-05-04 14:24:48,2014-05-04 14:24:51,3.0,0.7,0.7,4,2014-05-04
183,2014-05-04 15:03:36,2014-05-04 15:03:41,5.0,0.7,0.6999999999999998,6,2014-05-04
184,2014-05-06 12:07:21,2014-05-06 12:10:08,167.0,0.9,0.76,50,2014-05-06
185,2014-05-06 12:14:05,2014-05-06 12:20:18,373.0,0.9,0.7435897435897436,78,2014-05-06
186,2014-05-06 13:02:27,2014-05-06 13:02:42,15.0,0.7,0.7,10,2014-05-06
187,2014-05-06 14:01:09,2014-05-06 14:01:18,9.0,0.7,0.7,10,2014-05-06
188,2014-05-06 14:48:36,2014-05-06 14:48:59,23.0,0.7,0.7,16,2014-05-06
189,2014-05-06 14:52:02,2014-05-06 14:53:33,91.0,0.8,0.7181818181818181,22,2014-05-06
190,2014-05-06 16:42:34,2014-05-06 16:51:09,515.0,0.9,0.7218749999999999,64,2014-05-06
191,2014-05-06 16:53:40,2014-05-06 16:57:31,231.0,0.9,0.7862745098039216,102,2014-05-06
192,2014-05-07 09:38:00,2014-05-07 09:39:43,103.0,2.3,2.0974358974358975,78,2014-05-07
193,2014-05-07 10:23:12,2014-05-07 10:25:21,129.0,0.8,0.717391304347826,46,2014-05-07
194,2014-05-10 13:31:07,2014-05-10 13:31:16,9.0,0.7,0.7,10,2014-05-10
195,2014-05-10 13:56:49,2014-05-10 13:57:00,11.0,0.9,0.7833333333333333,12,2014-05-10
196,2014-05-10 14:12:53,2014-05-10 14:13:04,11.0,0.8,0.7666666666666666,12,2014-05-10
197,2014-05-10 14:20:05,2014-05-10 14:20:06,1.0,0.7,0.7,2,2014-05-10
198,2014-05-10 14:26:30,2014-05-10 14:26:41,11.0,0.9,0.7999999999999999,12,2014-05-10
199,2014-05-10 14:31:44,2014-05-10 14:31:47,3.0,0.7,0.7,4,2014-05-10
200,2014-05-10 14:35:16,2014-05-10 14:35:23,7.0,0.9,0.8500000000000001,8,2014-05-10
201,2014-05-10 15:26:08,2014-05-10 15:26:27,19.0,0.8,0.74,20,2014-05-10
202,2014-05-10 15:45:46,2014-05-10 15:46:37,51.0,0.7,0.6999999999999998,12,2014-05-10
203,2014-05-10 23:32:02,2014-05-10 23:32:07,5.0,0.7,0.6999999999999998,6,2014-05-10
204,2014-05-10 23:39:59,2014-05-10 23:40:00,1.0,0.7,0.7,2,2014-05-10
205,2014-05-11 00:42:05,2014-05-11 00:43:26,81.0,0.7,0.6999999999999998,6,2014-05-11
206,2014-05-11 03:16:19,2014-05-11 03:42:26,1567.0,1.9,0.8184750733137831,682,2014-05-11
207,2014-05-11 11:36:58,2014-05-11 11:37:01,3.0,0.7,0.7,4,2014-05-11
208,2014-05-11 11:57:26,2014-05-11 12:04:47,441.0,0.9,0.7285714285714285,140,2014-05-11
209,2014-05-12 01:34:46,2014-05-12 01:38:13,207.0,1.0,0.8,60,2014-05-12
210,2014-05-12 01:41:18,2014-05-12 01:42:33,75.0,0.7,0.7,16,2014-05-12
211,2014-05-12 09:06:40,2014-05-12 09:07:15,35.0,2.2,2.0722222222222224,36,2014-05-12
212,2014-05-15 12:48:25,2014-05-15 12:52:58,273.0,0.7,0.7,40,2014-05-15
213,2014-05-15 12:55:27,2014-05-15 13:01:30,363.0,1.1,0.8294117647058824,170,2014-05-15
214,2014-05-15 13:29:34,2014-05-15 13:29:45,11.0,0.8,0.7333333333333334,12,2014-05-15
215,2014-05-15 13:47:15,2014-05-15 13:51:22,247.0,0.8,0.7068181818181818,88,2014-05-15
216,2014-05-15 13:53:27,2014-05-15 13:54:10,43.0,0.7,0.6999999999999998,6,2014-05-15
217,2014-05-15 13:56:33,2014-05-15 13:56:38,5.0,0.7,0.6999999999999998,6,2014-05-15
218,2014-05-15 14:00:43,2014-05-15 14:02:42,119.0,0.7,0.7,16,2014-05-15
219,2014-05-15 23:09:57,2014-05-15 23:10:00,3.0,0.7,0.7,4,2014-05-15
220,2014-05-16 01:42:28,2014-05-16 01:42:29,1.0,0.7,0.7,2,2014-05-16
221,2014-05-16 01:46:24,2014-05-16 01:46:37,13.0,0.7,0.7,14,2014-05-16
222,2014-05-17 00:25:51,2014-05-17 00:26:02,11.0,0.7,0.6999999999999998,12,2014-05-17
223,2014-05-17 00:29:05,2014-05-17 00:29:10,5.0,0.7,0.6999999999999998,6,2014-05-17
224,2014-05-21 09:37:40,2014-05-21 09:39:55,135.0,2.2,1.8255319148936169,94,2014-05-21
225,2014-05-22 12:53:15,2014-05-22 12:54:04,49.0,0.7,0.7,20,2014-05-22
226,2014-05-23 16:40:59,2014-05-23 16:41:04,5.0,0.7,0.6999999999999998,6,2014-05-23
227,2014-05-26 13:32:08,2014-05-26 13:39:05,417.0,0.9,0.7378378378378379,148,2014-05-26
228,2014-05-26 14:08:54,2014-05-26 14:09:07,13.0,0.7,0.7,14,2014-05-26
229,2014-05-26 14:33:04,2014-05-26 14:37:21,257.0,0.7,0.6999999999999998,48,2014-05-26
230,2014-05-27 09:15:49,2014-05-27 09:17:06,77.0,30.0,8.95,72,2014-05-27
231,2014-05-27 15:55:45,2014-05-27 15:55:48,3.0,0.7,0.7,4,2014-05-27
232,2014-05-27 18:00:02,2014-05-27 18:00:09,7.0,0.8,0.75,8,2014-05-27
233,2014-06-02 07:18:42,2014-06-02 07:20:25,103.0,2.2,2.0923076923076924,78,2014-06-02
234,2014-06-03 17:57:58,2014-06-03 18:02:05,247.0,0.8,0.7120689655172413,116,2014-06-03
235,2014-06-04 02:33:39,2014-06-04 02:35:02,83.0,0.8,0.7527777777777778,72,2014-06-04
236,2014-06-04 02:47:57,2014-06-04 02:48:38,41.0,0.8,0.7375,32,2014-06-04
237,2014-06-04 02:52:49,2014-06-04 03:05:18,749.0,1.1,0.8764940239043825,502,2014-06-04
238,2014-06-04 03:07:49,2014-06-04 03:09:20,91.0,0.7,0.7,44,2014-06-04
239,2014-06-04 03:14:27,2014-06-04 03:21:48,441.0,0.8,0.7058139534883721,172,2014-06-04
240,2014-06-04 03:44:25,2014-06-04 03:46:08,103.0,0.7,0.7,8,2014-06-04
241,2014-06-04 03:50:57,2014-06-04 03:52:30,93.0,0.7,0.6999999999999998,12,2014-06-04
242,2014-06-04 05:33:35,2014-06-04 05:33:38,3.0,0.7,0.7,4,2014-06-04
243,2014-06-04 05:35:39,2014-06-04 05:37:32,113.0,0.7,0.7,42,2014-06-04
244,2014-06-04 08:20:43,2014-06-04 08:20:48,5.0,0.7,0.6999999999999998,6,2014-06-04
245,2014-06-04 08:31:17,2014-06-04 08:37:40,383.0,0.9,0.7532467532467533,154,2014-06-04
246,2014-06-04 09:10:07,2014-06-04 09:10:26,19.0,0.7,0.7,18,2014-06-04
247,2014-06-04 10:08:35,2014-06-04 10:18:02,567.0,0.8,0.7115646258503401,294,2014-06-04
248,2014-06-04 12:06:12,2014-06-04 12:06:21,9.0,0.7,0.7,10,2014-06-04
249,2014-06-04 12:49:52,2014-06-04 12:49:55,3.0,0.7,0.7,4,2014-06-04
250,2014-06-04 12:52:26,2014-06-04 12:52:51,25.0,0.8,0.7461538461538461,26,2014-06-04
251,2014-06-04 13:35:21,2014-06-04 13:36:30,69.0,0.8,0.726086956521739,46,2014-06-04
252,2014-06-04 13:45:57,2014-06-04 14:03:28,1051.0,1.2,0.8146171693735499,862,2014-06-04
253,2014-06-04 15:04:09,2014-06-04 15:07:26,197.0,0.7,0.7,68,2014-06-04
254,2014-06-04 15:32:34,2014-06-04 15:32:39,5.0,0.7,0.6999999999999998,6,2014-06-04
255,2014-06-04 15:40:44,2014-06-04 15:42:45,121.0,1.0,0.8239130434782609,92,2014-06-04
256,2014-06-04 15:51:31,2014-06-04 15:51:32,1.0,0.7,0.7,2,2014-06-04
257,2014-06-04 16:36:29,2014-06-04 16:39:10,161.0,0.8,0.7212765957446808,94,2014-06-04
258,2014-06-04 16:47:18,2014-06-04 16:49:41,143.0,0.8,0.72,80,2014-06-04
259,2014-06-04 17:18:12,2014-06-04 17:20:25,133.0,0.9,0.7607142857142858,112,2014-06-04
260,2014-06-04 18:07:28,2014-06-04 18:07:41,13.0,0.7,0.7,14,2014-06-04
261,2014-06-04 18:20:34,2014-06-04 18:21:53,79.0,0.7,0.7,22,2014-06-04
262,2014-06-04 18:44:46,2014-06-04 18:58:03,797.0,1.1,0.8215873015873016,630,2014-06-04
263,2014-06-07 13:35:53,2014-06-07 13:37:48,115.0,0.9,0.75,96,2014-06-07
264,2014-06-07 14:10:19,2014-06-07 14:12:12,113.0,0.7,0.7,30,2014-06-07
265,2014-06-07 14:15:31,2014-06-07 14:15:50,19.0,0.7,0.7,16,2014-06-07
266,2014-06-08 14:30:05,2014-06-08 14:32:52,167.0,0.7,0.7,66,2014-06-08
267,2014-06-09 09:14:28,2014-06-09 09:15:07,39.0,0.7,0.7,20,2014-06-09
268,2014-06-09 13:49:52,2014-06-09 13:49:59,7.0,0.7,0.7,8,2014-06-09
269,2014-06-09 16:20:04,2014-06-09 16:20:39,35.0,0.8,0.7428571428571429,14,2014-06-09
