day_nb_ind,event_id,date
93,233,2014-06-02
94,234,2014-06-03
95,235,2014-06-04
95,236,2014-06-04
95,237,2014-06-04
95,238,2014-06-04
95,239,2014-06-04
95,240,2014-06-04
95,241,2014-06-04
95,242,2014-06-04
95,243,2014-06-04
95,244,2014-06-04
95,245,2014-06-04
95,246,2014-06-04
95,247,2014-06-04
95,248,2014-06-04
95,249,2014-06-04
95,250,2014-06-04
95,251,2014-06-04
95,252,2014-06-04
95,253,2014-06-04
95,254,2014-06-04
95,255,2014-06-04
95,256,2014-06-04
95,257,2014-06-04
95,258,2014-06-04
95,259,2014-06-04
95,260,2014-06-04
95,261,2014-06-04
95,262,2014-06-04
98,263,2014-06-07
98,264,2014-06-07
98,265,2014-06-07
99,266,2014-06-08
100,267,2014-06-09
100,268,2014-06-09
100,269,2014-06-09
100,270,2014-06-09
100,271,2014-06-09
100,272,2014-06-09
101,273,2014-06-10
101,274,2014-06-10
101,275,2014-06-10
102,276,2014-06-11
103,277,2014-06-12
103,278,2014-06-12
103,279,2014-06-12
104,280,2014-06-13
104,281,2014-06-13
104,282,2014-06-13
104,283,2014-06-13
104,284,2014-06-13
104,285,2014-06-13
104,286,2014-06-13
104,287,2014-06-13
104,288,2014-06-13
104,289,2014-06-13
104,290,2014-06-13
104,291,2014-06-13
104,292,2014-06-13
104,293,2014-06-13
104,294,2014-06-13
104,295,2014-06-13
104,296,2014-06-13
104,297,2014-06-13
104,298,2014-06-13
104,299,2014-06-13
104,300,2014-06-13
104,301,2014-06-13
104,302,2014-06-13
104,303,2014-06-13
104,304,2014-06-13
104,305,2014-06-13
104,306,2014-06-13
104,307,2014-06-13
104,308,2014-06-13
104,309,2014-06-13
104,310,2014-06-13
105,311,2014-06-14
105,312,2014-06-14
105,313,2014-06-14
106,314,2014-06-15
106,315,2014-06-15
106,316,2014-06-15
106,317,2014-06-15
107,318,2014-06-16
107,319,2014-06-16
107,320,2014-06-16
107,321,2014-06-16
107,322,2014-06-16
107,323,2014-06-16
107,324,2014-06-16
107,325,2014-06-16
107,326,2014-06-16
107,327,2014-06-16
107,328,2014-06-16
107,329,2014-06-16
