year,month,day,hour,minute,second,AN311,AN422,AN423,TP1721,RH1722,BA1723,TP1711,RH1712,BA1713,MM252,MM261,MM262,MM263,MM264,MM256,MM211,CM861,CR863,P_864,TC862,WM868,AMP1_IR,AMP2_IR,DMP3_IR,DMP4_IR,AMP5_IR,F_SIDE,V,datetime,day_nb,day_nb_ind,hour_ind,minute_ind,second_ind,time_gap,event,period_id
2014,3,5,9,29,28,3.3,1.7,1.4,24.5,43,1106.9,28.0,66,1106.2,0.0,2.1,0.0,0.4,0.2,0.3,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-05 09:29:28,64,4,81,4889,293368,0 days 00:00:01,1,1
2014,3,5,9,29,29,3.3,1.7,1.4,24.5,43,1106.9,28.0,66,1106.2,0.0,2.1,0.0,0.4,0.2,0.3,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-05 09:29:29,64,4,81,4889,293369,0 days 00:00:01,1,1
2014,3,5,9,29,30,3.3,1.7,1.4,24.5,43,1106.9,28.0,66,1106.2,0.0,2.2,0.0,0.4,0.2,0.3,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-05 09:29:30,64,4,81,4889,293370,0 days 00:00:01,1,1
2014,3,5,9,29,31,3.3,1.7,1.4,24.5,43,1106.9,28.0,66,1106.2,0.0,2.2,0.0,0.4,0.2,0.3,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-05 09:29:31,64,4,81,4889,293371,0 days 00:00:01,1,1
2014,3,5,9,29,32,3.3,1.7,1.4,24.5,43,1106.9,28.0,66,1106.2,0.0,2.2,0.0,0.4,0.2,0.3,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-05 09:29:32,64,4,81,4889,293372,0 days 00:00:01,1,1
2014,3,5,9,29,33,3.3,1.7,1.5,24.5,43,1106.9,28.0,66,1106.2,0.0,2.2,0.0,0.4,0.2,0.3,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-05 09:29:33,64,4,81,4889,293373,0 days 00:00:01,1,1
2014,3,5,9,29,34,3.3,1.7,1.5,24.5,43,1106.9,28.0,66,1106.2,0.0,2.2,0.0,0.4,0.2,0.3,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-05 09:29:34,64,4,81,4889,293374,0 days 00:00:01,1,1
2014,3,5,9,29,35,3.3,1.7,1.4,24.5,43,1106.9,28.0,66,1106.2,0.0,2.2,0.0,0.4,0.2,0.3,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-05 09:29:35,64,4,81,4889,293375,0 days 00:00:01,1,1
2014,3,5,9,29,36,3.3,1.7,1.4,24.5,43,1106.9,28.0,66,1106.2,0.0,2.2,0.0,0.4,0.2,0.3,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-05 09:29:36,64,4,81,4889,293376,0 days 00:00:01,1,1
2014,3,5,9,29,37,3.3,1.7,1.5,24.5,43,1106.9,28.0,66,1106.2,0.0,2.2,0.0,0.4,0.2,0.3,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-05 09:29:37,64,4,81,4889,293377,0 days 00:00:01,1,1
2014,3,5,9,29,38,3.3,1.7,1.5,24.5,43,1106.9,28.0,66,1106.2,0.0,2.2,0.0,0.4,0.2,0.3,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-05 09:29:38,64,4,81,4889,293378,0 days 00:00:01,1,1
2014,3,5,9,29,39,3.3,1.7,1.5,24.5,43,1106.9,28.0,66,1106.2,0.0,2.2,0.0,0.4,0.2,0.3,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-05 09:29:39,64,4,81,4889,293379,0 days 00:00:01,1,1
2014,3,5,9,29,40,3.3,1.7,1.5,24.5,43,1106.9,28.0,66,1106.2,0.0,2.2,0.0,0.4,0.2,0.3,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-05 09:29:40,64,4,81,4889,293380,0 days 00:00:01,1,1
2014,3,5,9,29,41,3.3,1.7,1.4,24.5,43,1106.9,28.0,66,1106.2,0.0,2.2,0.0,0.4,0.2,0.3,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-05 09:29:41,64,4,81,4889,293381,0 days 00:00:01,1,1
2014,3,5,9,29,42,3.3,1.7,1.4,24.5,43,1106.9,28.0,66,1106.2,0.0,2.2,0.0,0.4,0.2,0.3,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-05 09:29:42,64,4,81,4889,293382,0 days 00:00:01,1,1
2014,3,5,9,29,43,3.2,1.7,1.4,24.5,43,1106.9,28.0,66,1106.2,0.0,2.2,0.0,0.4,0.2,0.3,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-05 09:29:43,64,4,81,4889,293383,0 days 00:00:01,1,1
2014,3,5,9,29,44,3.2,1.7,1.4,24.5,43,1106.9,28.0,66,1106.2,0.0,2.2,0.0,0.4,0.2,0.3,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-05 09:29:44,64,4,81,4889,293384,0 days 00:00:01,1,1
2014,3,5,9,29,45,3.2,1.7,1.4,24.5,43,1106.9,28.0,66,1106.2,0.0,2.2,0.0,0.4,0.2,0.3,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-05 09:29:45,64,4,81,4889,293385,0 days 00:00:01,1,1
2014,3,5,9,29,46,3.2,1.7,1.4,24.5,43,1106.9,28.0,66,1106.2,0.0,2.2,0.0,0.4,0.2,0.3,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-05 09:29:46,64,4,81,4889,293386,0 days 00:00:01,1,1
2014,3,5,9,29,47,3.2,1.7,1.4,24.5,43,1106.9,28.0,66,1106.2,0.0,2.2,0.0,0.4,0.2,0.3,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-05 09:29:47,64,4,81,4889,293387,0 days 00:00:01,1,1
2014,3,5,9,29,48,3.2,1.7,1.4,24.5,43,1106.9,28.0,66,1106.2,0.0,2.2,0.0,0.4,0.2,0.3,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-05 09:29:48,64,4,81,4889,293388,0 days 00:00:01,1,1
2014,3,5,9,29,49,3.3,1.7,1.4,24.5,43,1106.8,28.0,66,1106.2,0.0,2.2,0.0,0.4,0.2,0.3,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-05 09:29:49,64,4,81,4889,293389,0 days 00:00:01,1,1
2014,3,5,9,30,4,3.5,1.7,1.4,24.5,43,1106.9,28.0,66,1106.2,0.0,4.0,0.0,0.4,0.2,0.3,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-05 09:30:04,64,4,81,4890,293404,0 days 00:00:01,1,1
2014,3,5,9,30,5,3.5,1.7,1.4,24.5,43,1106.9,28.0,66,1106.2,0.0,4.0,0.0,0.4,0.2,0.3,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-05 09:30:05,64,4,81,4890,293405,0 days 00:00:01,1,1
2014,3,5,9,30,30,3.5,1.7,1.4,24.5,43,1106.9,28.0,66,1106.2,0.0,2.0,0.0,0.4,0.2,0.3,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-05 09:30:30,64,4,81,4890,293430,0 days 00:00:01,1,1
2014,3,5,9,30,31,3.5,1.7,1.4,24.5,43,1106.9,28.0,66,1106.2,0.0,2.0,0.0,0.4,0.2,0.3,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-05 09:30:31,64,4,81,4890,293431,0 days 00:00:01,1,1
2014,3,12,9,9,46,3.4,1.7,1.3,24.1,39,1128.4,28.3,66,1127.8,0.0,1.0,0.0,0.2,0.2,0.2,0.5,0.0,0,0.0,0.0,0.0,5.0,4.0,35.0,41.0,11.0,0.0,7.2,2014-03-12 09:09:46,71,11,249,14949,896986,0 days 00:00:01,1,1
2014,3,12,9,9,47,3.4,1.7,1.3,24.1,39,1128.4,28.3,66,1127.8,0.0,1.0,0.0,0.2,0.2,0.2,0.5,0.0,0,0.0,0.0,0.0,5.0,4.0,35.0,49.0,10.0,0.0,0.0,2014-03-12 09:09:47,71,11,249,14949,896987,0 days 00:00:01,1,1
2014,3,12,9,9,48,3.3,1.7,1.3,24.1,39,1128.4,28.3,66,1127.8,0.0,1.4,0.0,0.2,0.2,0.2,0.5,0.0,0,0.0,0.0,0.0,5.0,5.0,35.0,50.0,10.0,0.0,0.0,2014-03-12 09:09:48,71,11,249,14949,896988,0 days 00:00:01,1,1
2014,3,12,9,9,49,3.3,1.7,1.3,24.1,39,1128.4,28.3,66,1127.8,0.0,1.4,0.0,0.2,0.2,0.2,0.5,0.0,0,0.0,0.0,0.0,5.0,5.0,35.0,47.0,10.0,0.0,0.0,2014-03-12 09:09:49,71,11,249,14949,896989,0 days 00:00:01,1,1
2014,3,12,9,9,50,3.4,1.7,1.4,24.1,39,1128.4,28.3,66,1127.8,0.0,1.7,0.0,0.2,0.2,0.2,0.5,0.0,0,0.0,0.0,0.0,5.0,5.0,34.0,48.0,10.0,0.0,0.0,2014-03-12 09:09:50,71,11,249,14949,896990,0 days 00:00:01,1,1
2014,3,12,9,9,51,3.4,1.7,1.4,24.1,39,1128.4,28.3,66,1127.8,0.0,1.7,0.0,0.2,0.2,0.2,0.5,0.0,0,0.0,0.0,0.0,5.0,5.0,36.0,44.0,10.0,0.0,0.0,2014-03-12 09:09:51,71,11,249,14949,896991,0 days 00:00:01,1,1
2014,3,12,9,9,52,3.4,1.7,1.4,24.1,39,1128.4,28.3,66,1127.8,0.0,1.9,0.0,0.2,0.2,0.2,0.5,0.0,0,0.0,0.0,0.0,5.0,5.0,34.0,47.0,10.0,0.0,0.0,2014-03-12 09:09:52,71,11,249,14949,896992,0 days 00:00:01,1,1
2014,3,12,9,9,53,3.4,1.7,1.4,24.1,39,1128.4,28.3,66,1127.8,0.0,1.9,0.0,0.2,0.2,0.2,0.5,0.0,0,0.0,0.0,0.0,5.0,5.0,61.0,38.0,10.0,0.0,0.0,2014-03-12 09:09:53,71,11,249,14949,896993,0 days 00:00:01,1,1
2014,3,12,9,9,54,3.5,1.7,1.4,24.1,39,1128.4,28.3,66,1127.8,0.0,2.0,0.0,0.2,0.2,0.2,0.5,0.0,0,0.0,0.0,0.0,5.0,4.0,11.0,9.0,10.0,0.0,0.0,2014-03-12 09:09:54,71,11,249,14949,896994,0 days 00:00:01,1,1
2014,3,12,9,9,55,3.5,1.7,1.4,24.1,39,1128.3,28.3,66,1127.8,0.0,2.0,0.0,0.2,0.2,0.2,0.5,0.0,0,0.0,0.0,0.0,4.0,4.0,10.0,7.0,10.0,0.0,0.0,2014-03-12 09:09:55,71,11,249,14949,896995,0 days 00:00:01,1,1
2014,3,12,9,9,56,3.5,1.7,1.4,24.1,39,1128.3,28.3,66,1127.8,0.0,2.1,0.0,0.2,0.2,0.2,0.5,0.0,0,0.0,0.0,0.0,5.0,5.0,8.0,6.0,10.0,0.0,0.0,2014-03-12 09:09:56,71,11,249,14949,896996,0 days 00:00:01,1,1
2014,3,12,9,9,57,3.5,1.7,1.4,24.1,39,1128.4,28.3,66,1127.8,0.0,2.1,0.0,0.2,0.2,0.2,0.5,0.0,0,0.0,0.0,0.0,5.0,5.0,7.0,5.0,12.0,0.0,0.0,2014-03-12 09:09:57,71,11,249,14949,896997,0 days 00:00:01,1,1
2014,3,12,9,9,58,3.5,1.7,1.4,24.1,39,1128.4,28.3,66,1127.8,0.0,2.1,0.0,0.2,0.2,0.2,0.5,0.0,0,0.0,0.0,0.0,4.0,4.0,6.0,5.0,10.0,0.0,0.0,2014-03-12 09:09:58,71,11,249,14949,896998,0 days 00:00:01,1,1
2014,3,12,9,9,59,3.5,1.7,1.4,24.1,39,1128.4,28.3,66,1127.8,0.0,2.1,0.0,0.2,0.2,0.2,0.5,0.0,0,0.0,0.0,0.0,5.0,5.0,7.0,5.0,10.0,0.0,0.0,2014-03-12 09:09:59,71,11,249,14949,896999,0 days 00:00:01,1,1
2014,3,12,9,10,0,3.5,1.7,1.3,24.1,39,1128.4,28.3,66,1127.8,0.0,2.2,0.0,0.2,0.2,0.2,0.5,0.0,0,0.0,0.0,0.0,5.0,5.0,6.0,5.0,11.0,0.0,0.0,2014-03-12 09:10:00,71,11,249,14950,897000,0 days 00:00:01,1,1
2014,3,12,9,10,1,3.5,1.7,1.3,24.1,39,1128.4,28.3,66,1127.8,0.0,2.2,0.0,0.2,0.2,0.2,0.5,0.0,0,0.0,0.0,0.0,5.0,5.0,6.0,4.0,10.0,0.0,0.0,2014-03-12 09:10:01,71,11,249,14950,897001,0 days 00:00:01,1,1
2014,3,12,9,10,2,3.5,1.7,1.3,24.1,39,1128.4,28.3,66,1127.8,0.0,2.2,0.0,0.2,0.2,0.2,0.5,0.0,0,0.0,0.0,0.0,5.0,4.0,6.0,4.0,10.0,0.0,0.0,2014-03-12 09:10:02,71,11,249,14950,897002,0 days 00:00:01,1,1
2014,3,12,9,10,3,3.5,1.7,1.3,24.1,39,1128.3,28.3,66,1127.8,0.0,2.2,0.0,0.2,0.2,0.2,0.5,0.0,0,0.0,0.0,0.0,5.0,5.0,7.0,4.0,10.0,0.0,0.0,2014-03-12 09:10:03,71,11,249,14950,897003,0 days 00:00:01,1,1
2014,3,12,9,10,4,3.5,1.7,1.4,24.1,39,1128.3,28.3,66,1127.8,0.0,2.2,0.0,0.2,0.2,0.2,0.5,0.0,0,0.0,0.0,0.0,5.0,5.0,6.0,4.0,10.0,0.0,0.0,2014-03-12 09:10:04,71,11,249,14950,897004,0 days 00:00:01,1,1
2014,3,12,9,10,5,3.5,1.7,1.4,24.1,39,1128.3,28.3,66,1127.8,0.0,2.2,0.0,0.2,0.2,0.2,0.5,0.0,0,0.0,0.0,0.0,5.0,5.0,7.0,4.0,10.0,0.0,0.0,2014-03-12 09:10:05,71,11,249,14950,897005,0 days 00:00:01,1,1
2014,3,12,9,10,6,3.4,1.7,1.4,24.1,39,1128.3,28.3,66,1127.8,0.0,2.2,0.0,0.2,0.2,0.2,0.5,0.0,0,0.0,0.0,0.0,5.0,5.0,6.0,4.0,10.0,0.0,0.0,2014-03-12 09:10:06,71,11,249,14950,897006,0 days 00:00:01,1,1
2014,3,12,9,10,7,3.4,1.7,1.4,24.2,39,1128.3,28.3,66,1127.8,0.0,2.2,0.0,0.2,0.2,0.2,0.5,0.0,0,0.0,0.0,0.0,5.0,5.0,6.0,4.0,10.0,0.0,0.0,2014-03-12 09:10:07,71,11,249,14950,897007,0 days 00:00:01,1,1
2014,3,12,9,10,8,3.4,1.8,1.4,24.2,39,1128.3,28.3,66,1127.8,0.0,2.2,0.0,0.2,0.2,0.2,0.5,0.0,0,0.0,0.0,0.0,5.0,5.0,6.0,4.0,10.0,0.0,0.0,2014-03-12 09:10:08,71,11,249,14950,897008,0 days 00:00:01,1,1
2014,3,12,9,10,9,3.4,1.8,1.4,24.2,39,1128.3,28.3,66,1127.8,0.0,2.2,0.0,0.2,0.2,0.2,0.5,0.0,0,0.0,0.0,0.0,5.0,4.0,6.0,4.0,10.0,0.0,0.0,2014-03-12 09:10:09,71,11,249,14950,897009,0 days 00:00:01,1,1
2014,3,12,9,10,10,3.4,1.8,1.3,24.2,39,1128.3,28.3,66,1127.8,0.0,2.2,0.0,0.2,0.2,0.2,0.5,0.0,0,0.0,0.0,0.0,5.0,5.0,6.0,4.0,10.0,0.0,0.0,2014-03-12 09:10:10,71,11,249,14950,897010,0 days 00:00:01,1,1
2014,3,12,9,10,11,3.4,1.8,1.3,24.1,39,1128.3,28.3,66,1127.8,0.0,2.2,0.0,0.2,0.2,0.2,0.5,0.0,0,0.0,0.0,0.0,5.0,5.0,6.0,4.0,10.0,0.0,0.0,2014-03-12 09:10:11,71,11,249,14950,897011,0 days 00:00:01,1,1
2014,3,12,9,10,12,3.3,1.7,1.4,24.1,39,1128.3,28.3,66,1127.8,0.0,2.2,0.0,0.2,0.2,0.2,0.5,0.0,0,0.0,0.0,0.0,5.0,5.0,6.0,4.0,10.0,0.0,0.0,2014-03-12 09:10:12,71,11,249,14950,897012,0 days 00:00:01,1,1
2014,3,12,9,10,13,3.3,1.7,1.4,24.2,39,1128.3,28.3,66,1127.8,0.0,2.2,0.0,0.2,0.2,0.2,0.5,0.0,0,0.0,0.0,0.0,5.0,5.0,6.0,4.0,11.0,0.0,0.0,2014-03-12 09:10:13,71,11,249,14950,897013,0 days 00:00:01,1,1
2014,3,12,9,10,14,3.3,1.7,1.4,24.2,39,1128.3,28.3,66,1127.8,0.0,2.2,0.0,0.2,0.2,0.2,0.5,0.0,0,0.0,0.0,0.0,5.0,5.0,6.0,4.0,10.0,0.0,0.0,2014-03-12 09:10:14,71,11,249,14950,897014,0 days 00:00:01,1,1
2014,3,12,9,10,15,3.3,1.7,1.4,24.1,39,1128.3,28.3,66,1127.8,0.0,2.2,0.0,0.2,0.2,0.2,0.5,0.0,0,0.0,0.0,0.0,5.0,5.0,6.0,4.0,11.0,0.0,0.0,2014-03-12 09:10:15,71,11,249,14950,897015,0 days 00:00:01,1,1
2014,3,12,9,10,16,3.3,1.7,1.3,24.1,39,1128.3,28.3,66,1127.8,0.0,2.2,0.0,0.2,0.2,0.2,0.5,0.0,0,0.0,0.0,0.0,5.0,5.0,6.0,4.0,10.0,0.0,0.0,2014-03-12 09:10:16,71,11,249,14950,897016,0 days 00:00:01,1,1
2014,3,12,9,10,17,3.3,1.7,1.3,24.1,39,1128.3,28.3,66,1127.8,0.0,2.2,0.0,0.2,0.2,0.2,0.5,0.0,0,0.0,0.0,0.0,5.0,5.0,6.0,4.0,0.0,0.0,0.0,2014-03-12 09:10:17,71,11,249,14950,897017,0 days 00:00:01,1,1
2014,3,12,9,10,18,3.3,1.7,1.3,24.1,39,1128.3,28.3,66,1127.8,0.0,2.2,0.0,0.2,0.2,0.2,0.5,0.0,0,0.0,0.0,0.0,5.0,5.0,6.0,4.0,0.0,0.0,0.0,2014-03-12 09:10:18,71,11,249,14950,897018,0 days 00:00:01,1,1
2014,3,12,9,10,19,3.3,1.7,1.3,24.1,39,1128.3,28.3,66,1127.8,0.0,2.2,0.0,0.2,0.2,0.2,0.5,0.0,0,0.0,0.0,0.0,5.0,5.0,6.0,4.0,0.0,0.0,0.0,2014-03-12 09:10:19,71,11,249,14950,897019,0 days 00:00:01,1,1
2014,3,12,9,10,52,3.6,1.6,1.3,24.1,39,1128.3,28.3,66,1127.8,0.0,0.6,0.0,0.2,0.2,0.2,0.5,0.0,0,0.0,0.0,0.0,5.0,5.0,6.0,4.0,0.0,0.0,0.0,2014-03-12 09:10:52,71,11,249,14950,897052,0 days 00:00:01,1,1
2014,3,12,9,10,53,3.6,1.6,1.3,24.1,39,1128.3,28.3,66,1127.8,0.0,0.6,0.0,0.2,0.2,0.2,0.5,0.0,0,0.0,0.0,0.0,5.0,5.0,6.0,4.0,0.0,0.0,0.0,2014-03-12 09:10:53,71,11,249,14950,897053,0 days 00:00:01,1,1
2014,3,12,9,10,54,3.5,1.7,1.3,24.1,39,1128.3,28.3,66,1127.8,0.0,0.6,0.0,0.2,0.2,0.2,0.5,0.0,0,0.0,0.0,0.0,5.0,5.0,6.0,4.0,0.0,0.0,0.0,2014-03-12 09:10:54,71,11,249,14950,897054,0 days 00:00:01,1,1
2014,3,12,9,10,55,3.5,1.7,1.3,24.1,39,1128.3,28.3,66,1127.7,0.0,0.6,0.0,0.2,0.2,0.2,0.5,0.0,0,0.0,0.0,0.0,5.0,5.0,6.0,4.0,0.0,0.0,0.0,2014-03-12 09:10:55,71,11,249,14950,897055,0 days 00:00:01,1,1
2014,3,12,9,10,56,3.5,1.7,1.4,24.1,39,1128.3,28.3,66,1127.7,0.0,1.0,0.0,0.2,0.2,0.2,0.5,0.0,0,0.0,0.0,0.0,5.0,5.0,6.0,4.0,0.0,0.0,0.0,2014-03-12 09:10:56,71,11,249,14950,897056,0 days 00:00:01,1,1
2014,3,12,9,10,57,3.5,1.7,1.4,24.1,39,1128.3,28.3,66,1127.8,0.0,1.0,0.0,0.2,0.2,0.2,0.5,0.0,0,0.0,0.0,0.0,5.0,5.0,6.0,4.0,0.0,0.0,0.0,2014-03-12 09:10:57,71,11,249,14950,897057,0 days 00:00:01,1,1
2014,3,12,9,10,58,3.5,1.7,1.3,24.1,39,1128.3,28.3,66,1127.8,0.0,1.1,0.0,0.2,0.2,0.2,0.5,0.0,0,0.0,0.0,0.0,5.0,5.0,6.0,4.0,0.0,0.0,0.0,2014-03-12 09:10:58,71,11,249,14950,897058,0 days 00:00:01,1,1
2014,3,12,9,10,59,3.5,1.7,1.3,24.2,39,1128.3,28.3,66,1127.7,0.0,1.1,0.0,0.2,0.2,0.2,0.5,0.0,0,0.0,0.0,0.0,5.0,5.0,6.0,4.0,0.0,0.0,0.0,2014-03-12 09:10:59,71,11,249,14950,897059,0 days 00:00:01,1,1
2014,3,12,9,11,0,3.5,1.7,1.3,24.2,39,1128.3,28.3,66,1127.7,0.0,1.0,0.0,0.2,0.2,0.2,0.5,0.0,0,0.0,0.0,0.0,5.0,4.0,6.0,4.0,0.0,0.0,0.0,2014-03-12 09:11:00,71,11,249,14951,897060,0 days 00:00:01,1,1
2014,3,12,9,11,1,3.5,1.7,1.3,24.1,39,1128.3,28.3,66,1127.7,0.0,1.0,0.0,0.2,0.2,0.2,0.5,0.0,0,0.0,0.0,0.0,5.0,5.0,5.0,4.0,0.0,0.0,0.0,2014-03-12 09:11:01,71,11,249,14951,897061,0 days 00:00:01,1,1
2014,3,12,9,11,2,3.4,1.7,1.3,24.1,39,1128.3,28.3,66,1127.7,0.0,1.3,0.0,0.2,0.2,0.2,0.5,0.0,0,0.0,0.0,0.0,5.0,5.0,6.0,4.0,0.0,0.0,0.0,2014-03-12 09:11:02,71,11,249,14951,897062,0 days 00:00:01,1,1
2014,3,12,9,11,3,3.4,1.7,1.3,24.2,39,1128.3,28.3,66,1127.7,0.0,1.3,0.0,0.2,0.2,0.2,0.5,0.0,0,0.0,0.0,0.0,5.0,5.0,6.0,4.0,0.0,0.0,0.0,2014-03-12 09:11:03,71,11,249,14951,897063,0 days 00:00:01,1,1
2014,3,12,9,11,4,3.4,1.7,1.3,24.2,39,1128.3,28.3,66,1127.7,0.0,1.4,0.0,0.2,0.2,0.2,0.5,0.0,0,0.0,0.0,0.0,5.0,5.0,6.0,4.0,0.0,0.0,0.0,2014-03-12 09:11:04,71,11,249,14951,897064,0 days 00:00:01,1,1
2014,3,12,9,11,5,3.4,1.7,1.3,24.1,39,1128.3,28.3,66,1127.8,0.0,1.4,0.0,0.2,0.2,0.2,0.5,0.0,0,0.0,0.0,0.0,5.0,5.0,6.0,4.0,0.0,0.0,0.0,2014-03-12 09:11:05,71,11,249,14951,897065,0 days 00:00:01,1,1
2014,3,12,9,11,6,3.4,1.6,1.3,24.1,39,1128.3,28.3,66,1127.8,0.0,1.5,0.0,0.2,0.2,0.2,0.5,0.0,0,0.0,0.0,0.0,5.0,5.0,6.0,4.0,0.0,0.0,0.0,2014-03-12 09:11:06,71,11,249,14951,897066,0 days 00:00:01,1,1
