day_nb_ind,event_id,date
19,171,2014-03-20
19,172,2014-03-20
19,173,2014-03-20
19,174,2014-03-20
19,175,2014-03-20
19,176,2014-03-20
19,177,2014-03-20
19,178,2014-03-20
19,179,2014-03-20
19,180,2014-03-20
19,181,2014-03-20
20,182,2014-03-21
20,183,2014-03-21
20,184,2014-03-21
20,185,2014-03-21
20,186,2014-03-21
20,187,2014-03-21
20,188,2014-03-21
20,189,2014-03-21
20,190,2014-03-21
20,191,2014-03-21
20,192,2014-03-21
20,193,2014-03-21
20,194,2014-03-21
20,195,2014-03-21
20,196,2014-03-21
20,197,2014-03-21
20,198,2014-03-21
20,199,2014-03-21
20,200,2014-03-21
20,201,2014-03-21
20,202,2014-03-21
20,203,2014-03-21
20,204,2014-03-21
20,205,2014-03-21
20,206,2014-03-21
20,207,2014-03-21
20,208,2014-03-21
20,209,2014-03-21
20,210,2014-03-21
20,211,2014-03-21
20,212,2014-03-21
20,213,2014-03-21
20,214,2014-03-21
20,215,2014-03-21
20,216,2014-03-21
20,217,2014-03-21
20,218,2014-03-21
20,219,2014-03-21
20,220,2014-03-21
20,221,2014-03-21
20,222,2014-03-21
20,223,2014-03-21
20,224,2014-03-21
20,225,2014-03-21
20,226,2014-03-21
20,227,2014-03-21
20,228,2014-03-21
20,229,2014-03-21
20,230,2014-03-21
20,231,2014-03-21
20,232,2014-03-21
20,233,2014-03-21
20,234,2014-03-21
20,235,2014-03-21
20,236,2014-03-21
20,237,2014-03-21
20,238,2014-03-21
20,239,2014-03-21
20,240,2014-03-21
20,241,2014-03-21
20,242,2014-03-21
20,243,2014-03-21
20,244,2014-03-21
20,245,2014-03-21
20,246,2014-03-21
20,247,2014-03-21
20,248,2014-03-21
20,249,2014-03-21
20,250,2014-03-21
20,251,2014-03-21
20,252,2014-03-21
20,253,2014-03-21
20,254,2014-03-21
20,255,2014-03-21
20,256,2014-03-21
20,257,2014-03-21
20,258,2014-03-21
20,259,2014-03-21
20,260,2014-03-21
20,261,2014-03-21
20,262,2014-03-21
20,263,2014-03-21
20,264,2014-03-21
20,265,2014-03-21
21,266,2014-03-22
21,267,2014-03-22
21,268,2014-03-22
21,269,2014-03-22
21,270,2014-03-22
21,271,2014-03-22
21,272,2014-03-22
21,273,2014-03-22
24,274,2014-03-25
24,275,2014-03-25
24,276,2014-03-25
24,277,2014-03-25
24,278,2014-03-25
24,279,2014-03-25
24,280,2014-03-25
24,281,2014-03-25
24,282,2014-03-25
24,283,2014-03-25
24,284,2014-03-25
24,285,2014-03-25
24,286,2014-03-25
24,287,2014-03-25
24,288,2014-03-25
24,289,2014-03-25
24,290,2014-03-25
24,291,2014-03-25
24,292,2014-03-25
24,293,2014-03-25
24,294,2014-03-25
25,295,2014-03-26
25,296,2014-03-26
25,297,2014-03-26
25,298,2014-03-26
25,299,2014-03-26
25,300,2014-03-26
25,301,2014-03-26
25,302,2014-03-26
25,303,2014-03-26
25,304,2014-03-26
25,305,2014-03-26
25,306,2014-03-26
25,307,2014-03-26
25,308,2014-03-26
25,309,2014-03-26
25,310,2014-03-26
25,311,2014-03-26
25,312,2014-03-26
25,313,2014-03-26
25,314,2014-03-26
25,315,2014-03-26
25,316,2014-03-26
25,317,2014-03-26
25,318,2014-03-26
25,319,2014-03-26
25,320,2014-03-26
25,321,2014-03-26
25,322,2014-03-26
25,323,2014-03-26
25,324,2014-03-26
25,325,2014-03-26
25,326,2014-03-26
25,327,2014-03-26
25,328,2014-03-26
25,329,2014-03-26
26,330,2014-03-27
26,331,2014-03-27
26,332,2014-03-27
26,333,2014-03-27
26,334,2014-03-27
26,335,2014-03-27
26,336,2014-03-27
26,337,2014-03-27
26,338,2014-03-27
26,339,2014-03-27
26,340,2014-03-27
26,341,2014-03-27
26,342,2014-03-27
26,343,2014-03-27
26,344,2014-03-27
26,345,2014-03-27
26,346,2014-03-27
26,347,2014-03-27
27,348,2014-03-28
27,349,2014-03-28
27,350,2014-03-28
27,351,2014-03-28
27,352,2014-03-28
27,353,2014-03-28
27,354,2014-03-28
27,355,2014-03-28
27,356,2014-03-28
27,357,2014-03-28
27,358,2014-03-28
27,359,2014-03-28
27,360,2014-03-28
27,361,2014-03-28
27,362,2014-03-28
27,363,2014-03-28
27,364,2014-03-28
27,365,2014-03-28
27,366,2014-03-28
27,367,2014-03-28
27,368,2014-03-28
27,369,2014-03-28
27,370,2014-03-28
27,371,2014-03-28
27,372,2014-03-28
27,373,2014-03-28
27,374,2014-03-28
27,375,2014-03-28
27,376,2014-03-28
27,377,2014-03-28
27,378,2014-03-28
27,379,2014-03-28
27,380,2014-03-28
27,381,2014-03-28
27,382,2014-03-28
30,383,2014-03-31
30,384,2014-03-31
31,385,2014-04-01
31,386,2014-04-01
31,387,2014-04-01
31,388,2014-04-01
31,389,2014-04-01
31,390,2014-04-01
31,391,2014-04-01
31,392,2014-04-01
31,393,2014-04-01
31,394,2014-04-01
31,395,2014-04-01
31,396,2014-04-01
31,397,2014-04-01
31,398,2014-04-01
31,399,2014-04-01
31,400,2014-04-01
31,401,2014-04-01
31,402,2014-04-01
31,403,2014-04-01
32,403,2014-04-02
32,404,2014-04-02
32,405,2014-04-02
32,406,2014-04-02
32,407,2014-04-02
32,408,2014-04-02
32,409,2014-04-02
32,410,2014-04-02
32,411,2014-04-02
32,412,2014-04-02
32,413,2014-04-02
32,414,2014-04-02
32,415,2014-04-02
32,416,2014-04-02
32,417,2014-04-02
32,418,2014-04-02
32,419,2014-04-02
33,420,2014-04-03
33,421,2014-04-03
33,422,2014-04-03
33,423,2014-04-03
33,424,2014-04-03
33,425,2014-04-03
33,426,2014-04-03
33,427,2014-04-03
33,428,2014-04-03
33,429,2014-04-03
33,430,2014-04-03
33,431,2014-04-03
33,432,2014-04-03
33,433,2014-04-03
33,434,2014-04-03
33,435,2014-04-03
33,436,2014-04-03
33,437,2014-04-03
33,438,2014-04-03
33,439,2014-04-03
33,440,2014-04-03
33,441,2014-04-03
33,442,2014-04-03
33,443,2014-04-03
33,444,2014-04-03
33,445,2014-04-03
33,446,2014-04-03
33,447,2014-04-03
33,448,2014-04-03
33,449,2014-04-03
33,450,2014-04-03
33,451,2014-04-03
33,452,2014-04-03
33,453,2014-04-03
33,454,2014-04-03
34,455,2014-04-04
34,456,2014-04-04
34,457,2014-04-04
34,458,2014-04-04
34,459,2014-04-04
34,460,2014-04-04
34,461,2014-04-04
34,462,2014-04-04
34,463,2014-04-04
34,464,2014-04-04
34,465,2014-04-04
34,466,2014-04-04
34,467,2014-04-04
34,468,2014-04-04
34,469,2014-04-04
34,470,2014-04-04
34,471,2014-04-04
34,472,2014-04-04
34,473,2014-04-04
34,474,2014-04-04
34,475,2014-04-04
34,476,2014-04-04
34,477,2014-04-04
34,478,2014-04-04
34,479,2014-04-04
34,480,2014-04-04
34,481,2014-04-04
34,482,2014-04-04
34,483,2014-04-04
34,484,2014-04-04
34,485,2014-04-04
34,486,2014-04-04
34,487,2014-04-04
34,488,2014-04-04
34,489,2014-04-04
34,490,2014-04-04
34,491,2014-04-04
34,492,2014-04-04
34,493,2014-04-04
34,494,2014-04-04
34,495,2014-04-04
34,496,2014-04-04
34,497,2014-04-04
35,498,2014-04-05
35,499,2014-04-05
35,500,2014-04-05
35,501,2014-04-05
35,502,2014-04-05
35,503,2014-04-05
35,504,2014-04-05
35,505,2014-04-05
35,506,2014-04-05
35,507,2014-04-05
35,508,2014-04-05
35,509,2014-04-05
35,510,2014-04-05
35,511,2014-04-05
35,512,2014-04-05
37,513,2014-04-07
38,514,2014-04-08
38,515,2014-04-08
38,516,2014-04-08
38,517,2014-04-08
39,518,2014-04-09
39,519,2014-04-09
39,520,2014-04-09
39,521,2014-04-09
39,522,2014-04-09
39,523,2014-04-09
40,524,2014-04-10
40,525,2014-04-10
40,526,2014-04-10
40,527,2014-04-10
40,528,2014-04-10
40,529,2014-04-10
40,530,2014-04-10
40,531,2014-04-10
40,532,2014-04-10
40,533,2014-04-10
40,534,2014-04-10
40,535,2014-04-10
40,536,2014-04-10
40,537,2014-04-10
40,538,2014-04-10
40,539,2014-04-10
40,540,2014-04-10
40,541,2014-04-10
40,542,2014-04-10
40,543,2014-04-10
40,544,2014-04-10
40,545,2014-04-10
40,546,2014-04-10
40,547,2014-04-10
40,548,2014-04-10
40,549,2014-04-10
40,550,2014-04-10
40,551,2014-04-10
40,552,2014-04-10
40,553,2014-04-10
41,554,2014-04-11
41,555,2014-04-11
41,556,2014-04-11
41,557,2014-04-11
41,558,2014-04-11
41,559,2014-04-11
41,560,2014-04-11
41,561,2014-04-11
41,562,2014-04-11
41,563,2014-04-11
41,564,2014-04-11
41,565,2014-04-11
41,566,2014-04-11
41,567,2014-04-11
41,568,2014-04-11
41,569,2014-04-11
41,570,2014-04-11
41,571,2014-04-11
41,572,2014-04-11
41,573,2014-04-11
41,574,2014-04-11
41,575,2014-04-11
41,576,2014-04-11
41,577,2014-04-11
41,578,2014-04-11
41,579,2014-04-11
41,580,2014-04-11
41,581,2014-04-11
41,582,2014-04-11
41,583,2014-04-11
41,584,2014-04-11
41,585,2014-04-11
41,586,2014-04-11
41,587,2014-04-11
41,588,2014-04-11
41,589,2014-04-11
41,590,2014-04-11
41,591,2014-04-11
41,592,2014-04-11
41,593,2014-04-11
41,594,2014-04-11
41,595,2014-04-11
41,596,2014-04-11
41,597,2014-04-11
41,598,2014-04-11
41,599,2014-04-11
41,600,2014-04-11
41,601,2014-04-11
41,602,2014-04-11
41,603,2014-04-11
41,604,2014-04-11
41,605,2014-04-11
41,606,2014-04-11
41,607,2014-04-11
41,608,2014-04-11
41,609,2014-04-11
41,610,2014-04-11
41,611,2014-04-11
41,612,2014-04-11
42,613,2014-04-12
42,614,2014-04-12
42,615,2014-04-12
42,616,2014-04-12
42,617,2014-04-12
42,618,2014-04-12
42,619,2014-04-12
42,620,2014-04-12
42,621,2014-04-12
42,622,2014-04-12
42,623,2014-04-12
42,624,2014-04-12
42,625,2014-04-12
42,626,2014-04-12
42,627,2014-04-12
42,628,2014-04-12
42,629,2014-04-12
42,630,2014-04-12
42,631,2014-04-12
42,632,2014-04-12
42,633,2014-04-12
42,634,2014-04-12
42,635,2014-04-12
42,636,2014-04-12
42,637,2014-04-12
42,638,2014-04-12
42,639,2014-04-12
42,640,2014-04-12
42,641,2014-04-12
42,642,2014-04-12
42,643,2014-04-12
42,644,2014-04-12
42,645,2014-04-12
42,646,2014-04-12
42,647,2014-04-12
42,648,2014-04-12
42,649,2014-04-12
42,650,2014-04-12
42,651,2014-04-12
42,652,2014-04-12
42,653,2014-04-12
42,654,2014-04-12
42,655,2014-04-12
42,656,2014-04-12
42,657,2014-04-12
42,658,2014-04-12
42,659,2014-04-12
42,660,2014-04-12
42,661,2014-04-12
42,662,2014-04-12
42,663,2014-04-12
42,664,2014-04-12
42,665,2014-04-12
42,666,2014-04-12
42,667,2014-04-12
42,668,2014-04-12
42,669,2014-04-12
42,670,2014-04-12
42,671,2014-04-12
42,672,2014-04-12
42,673,2014-04-12
42,674,2014-04-12
43,675,2014-04-13
43,676,2014-04-13
43,677,2014-04-13
43,678,2014-04-13
43,679,2014-04-13
44,680,2014-04-14
44,681,2014-04-14
44,682,2014-04-14
44,683,2014-04-14
44,684,2014-04-14
44,685,2014-04-14
44,686,2014-04-14
44,687,2014-04-14
44,688,2014-04-14
44,689,2014-04-14
44,690,2014-04-14
44,691,2014-04-14
44,692,2014-04-14
44,693,2014-04-14
44,694,2014-04-14
44,695,2014-04-14
44,696,2014-04-14
44,697,2014-04-14
44,698,2014-04-14
44,699,2014-04-14
44,700,2014-04-14
44,701,2014-04-14
45,702,2014-04-15
45,703,2014-04-15
45,704,2014-04-15
45,705,2014-04-15
45,706,2014-04-15
45,707,2014-04-15
45,708,2014-04-15
45,709,2014-04-15
45,710,2014-04-15
45,711,2014-04-15
45,712,2014-04-15
45,713,2014-04-15
45,714,2014-04-15
45,715,2014-04-15
45,716,2014-04-15
45,717,2014-04-15
45,718,2014-04-15
45,719,2014-04-15
45,720,2014-04-15
45,721,2014-04-15
45,722,2014-04-15
45,723,2014-04-15
45,724,2014-04-15
45,725,2014-04-15
45,726,2014-04-15
46,727,2014-04-16
46,728,2014-04-16
46,729,2014-04-16
46,730,2014-04-16
46,731,2014-04-16
46,732,2014-04-16
46,733,2014-04-16
46,734,2014-04-16
46,735,2014-04-16
46,736,2014-04-16
47,737,2014-04-17
47,738,2014-04-17
47,739,2014-04-17
47,740,2014-04-17
47,741,2014-04-17
47,742,2014-04-17
47,743,2014-04-17
47,744,2014-04-17
47,745,2014-04-17
47,746,2014-04-17
47,747,2014-04-17
47,748,2014-04-17
47,749,2014-04-17
47,750,2014-04-17
47,751,2014-04-17
47,752,2014-04-17
47,753,2014-04-17
47,754,2014-04-17
48,755,2014-04-18
48,756,2014-04-18
48,757,2014-04-18
48,758,2014-04-18
48,759,2014-04-18
48,760,2014-04-18
48,761,2014-04-18
48,762,2014-04-18
48,763,2014-04-18
48,764,2014-04-18
48,765,2014-04-18
48,766,2014-04-18
48,767,2014-04-18
48,768,2014-04-18
48,769,2014-04-18
48,770,2014-04-18
48,771,2014-04-18
48,772,2014-04-18
48,773,2014-04-18
48,774,2014-04-18
48,775,2014-04-18
48,776,2014-04-18
48,777,2014-04-18
48,778,2014-04-18
48,779,2014-04-18
49,780,2014-04-19
49,781,2014-04-19
49,782,2014-04-19
49,783,2014-04-19
49,784,2014-04-19
49,785,2014-04-19
49,786,2014-04-19
49,787,2014-04-19
49,788,2014-04-19
49,789,2014-04-19
49,790,2014-04-19
49,791,2014-04-19
49,792,2014-04-19
49,793,2014-04-19
49,794,2014-04-19
49,795,2014-04-19
49,796,2014-04-19
49,797,2014-04-19
49,798,2014-04-19
49,799,2014-04-19
49,800,2014-04-19
49,801,2014-04-19
49,802,2014-04-19
49,803,2014-04-19
50,804,2014-04-20
52,805,2014-04-22
53,806,2014-04-23
53,807,2014-04-23
53,808,2014-04-23
53,809,2014-04-23
53,810,2014-04-23
53,811,2014-04-23
53,812,2014-04-23
53,813,2014-04-23
53,814,2014-04-23
53,815,2014-04-23
53,816,2014-04-23
53,817,2014-04-23
53,818,2014-04-23
53,819,2014-04-23
53,820,2014-04-23
53,821,2014-04-23
53,822,2014-04-23
53,823,2014-04-23
53,824,2014-04-23
53,825,2014-04-23
53,826,2014-04-23
53,827,2014-04-23
53,828,2014-04-23
54,829,2014-04-24
54,830,2014-04-24
54,831,2014-04-24
54,832,2014-04-24
54,833,2014-04-24
54,834,2014-04-24
55,835,2014-04-25
55,836,2014-04-25
55,837,2014-04-25
55,838,2014-04-25
55,839,2014-04-25
55,840,2014-04-25
55,841,2014-04-25
55,842,2014-04-25
55,843,2014-04-25
55,844,2014-04-25
55,845,2014-04-25
55,846,2014-04-25
55,847,2014-04-25
55,848,2014-04-25
55,849,2014-04-25
55,850,2014-04-25
55,851,2014-04-25
55,852,2014-04-25
56,853,2014-04-26
56,854,2014-04-26
56,855,2014-04-26
56,856,2014-04-26
56,857,2014-04-26
56,858,2014-04-26
56,859,2014-04-26
56,860,2014-04-26
56,861,2014-04-26
56,862,2014-04-26
56,863,2014-04-26
56,864,2014-04-26
56,865,2014-04-26
56,866,2014-04-26
56,867,2014-04-26
58,868,2014-04-28
58,869,2014-04-28
66,870,2014-05-06
68,871,2014-05-08
70,872,2014-05-10
70,873,2014-05-10
70,874,2014-05-10
70,875,2014-05-10
70,876,2014-05-10
70,877,2014-05-10
70,878,2014-05-10
70,879,2014-05-10
70,880,2014-05-10
70,881,2014-05-10
70,882,2014-05-10
70,883,2014-05-10
70,884,2014-05-10
70,885,2014-05-10
71,885,2014-05-11
71,886,2014-05-11
71,887,2014-05-11
73,888,2014-05-13
73,889,2014-05-13
73,890,2014-05-13
73,891,2014-05-13
74,892,2014-05-14
74,893,2014-05-14
75,894,2014-05-15
75,895,2014-05-15
75,896,2014-05-15
75,897,2014-05-15
77,898,2014-05-17
79,899,2014-05-19
80,900,2014-05-20
80,901,2014-05-20
80,902,2014-05-20
80,903,2014-05-20
80,904,2014-05-20
80,905,2014-05-20
80,906,2014-05-20
80,907,2014-05-20
80,908,2014-05-20
80,909,2014-05-20
80,910,2014-05-20
80,911,2014-05-20
80,912,2014-05-20
80,913,2014-05-20
80,914,2014-05-20
80,915,2014-05-20
80,916,2014-05-20
80,917,2014-05-20
80,918,2014-05-20
80,919,2014-05-20
80,920,2014-05-20
80,921,2014-05-20
80,922,2014-05-20
80,923,2014-05-20
80,924,2014-05-20
80,925,2014-05-20
80,926,2014-05-20
80,927,2014-05-20
81,927,2014-05-21
81,928,2014-05-21
81,929,2014-05-21
81,930,2014-05-21
81,931,2014-05-21
81,932,2014-05-21
81,933,2014-05-21
81,934,2014-05-21
81,935,2014-05-21
81,936,2014-05-21
81,937,2014-05-21
81,938,2014-05-21
81,939,2014-05-21
81,940,2014-05-21
81,941,2014-05-21
81,942,2014-05-21
81,943,2014-05-21
81,944,2014-05-21
82,945,2014-05-22
82,946,2014-05-22
82,947,2014-05-22
82,948,2014-05-22
82,949,2014-05-22
82,950,2014-05-22
82,951,2014-05-22
82,952,2014-05-22
82,953,2014-05-22
82,954,2014-05-22
82,955,2014-05-22
82,956,2014-05-22
82,957,2014-05-22
82,958,2014-05-22
82,959,2014-05-22
82,960,2014-05-22
83,961,2014-05-23
83,962,2014-05-23
83,963,2014-05-23
83,964,2014-05-23
83,965,2014-05-23
83,966,2014-05-23
83,967,2014-05-23
83,968,2014-05-23
83,969,2014-05-23
83,970,2014-05-23
83,971,2014-05-23
84,972,2014-05-24
84,973,2014-05-24
87,974,2014-05-27
87,975,2014-05-27
87,976,2014-05-27
87,977,2014-05-27
87,978,2014-05-27
87,979,2014-05-27
87,980,2014-05-27
87,981,2014-05-27
87,982,2014-05-27
87,983,2014-05-27
88,984,2014-05-28
88,985,2014-05-28
89,986,2014-05-29
89,987,2014-05-29
89,988,2014-05-29
89,989,2014-05-29
89,990,2014-05-29
89,991,2014-05-29
89,992,2014-05-29
89,993,2014-05-29
90,994,2014-05-30
91,995,2014-05-31
91,996,2014-05-31
93,997,2014-06-02
94,998,2014-06-03
94,999,2014-06-03
94,1000,2014-06-03
94,1001,2014-06-03
94,1002,2014-06-03
94,1003,2014-06-03
94,1004,2014-06-03
94,1005,2014-06-03
94,1006,2014-06-03
94,1007,2014-06-03
94,1008,2014-06-03
94,1009,2014-06-03
94,1010,2014-06-03
94,1011,2014-06-03
94,1012,2014-06-03
94,1013,2014-06-03
94,1014,2014-06-03
94,1015,2014-06-03
94,1016,2014-06-03
94,1017,2014-06-03
94,1018,2014-06-03
94,1019,2014-06-03
94,1020,2014-06-03
94,1021,2014-06-03
94,1022,2014-06-03
94,1023,2014-06-03
94,1024,2014-06-03
94,1025,2014-06-03
94,1026,2014-06-03
94,1027,2014-06-03
94,1028,2014-06-03
95,1029,2014-06-04
95,1030,2014-06-04
95,1031,2014-06-04
95,1032,2014-06-04
95,1033,2014-06-04
95,1034,2014-06-04
95,1035,2014-06-04
95,1036,2014-06-04
95,1037,2014-06-04
95,1038,2014-06-04
95,1039,2014-06-04
95,1040,2014-06-04
95,1041,2014-06-04
95,1042,2014-06-04
95,1043,2014-06-04
96,1044,2014-06-05
96,1045,2014-06-05
96,1046,2014-06-05
96,1047,2014-06-05
96,1048,2014-06-05
96,1049,2014-06-05
96,1050,2014-06-05
96,1051,2014-06-05
96,1052,2014-06-05
96,1053,2014-06-05
96,1054,2014-06-05
96,1055,2014-06-05
96,1056,2014-06-05
96,1057,2014-06-05
96,1058,2014-06-05
96,1059,2014-06-05
96,1060,2014-06-05
96,1061,2014-06-05
96,1062,2014-06-05
96,1063,2014-06-05
96,1064,2014-06-05
96,1065,2014-06-05
96,1066,2014-06-05
96,1067,2014-06-05
96,1068,2014-06-05
96,1069,2014-06-05
96,1070,2014-06-05
96,1071,2014-06-05
96,1072,2014-06-05
96,1073,2014-06-05
96,1074,2014-06-05
97,1075,2014-06-06
97,1076,2014-06-06
97,1077,2014-06-06
97,1078,2014-06-06
97,1079,2014-06-06
97,1080,2014-06-06
97,1081,2014-06-06
97,1082,2014-06-06
97,1083,2014-06-06
97,1084,2014-06-06
97,1085,2014-06-06
97,1086,2014-06-06
97,1087,2014-06-06
97,1088,2014-06-06
97,1089,2014-06-06
97,1090,2014-06-06
97,1091,2014-06-06
97,1092,2014-06-06
97,1093,2014-06-06
97,1094,2014-06-06
97,1095,2014-06-06
97,1096,2014-06-06
97,1097,2014-06-06
98,1098,2014-06-07
98,1099,2014-06-07
98,1100,2014-06-07
98,1101,2014-06-07
98,1102,2014-06-07
98,1103,2014-06-07
98,1104,2014-06-07
98,1105,2014-06-07
101,1106,2014-06-10
101,1107,2014-06-10
101,1108,2014-06-10
101,1109,2014-06-10
101,1110,2014-06-10
101,1111,2014-06-10
101,1112,2014-06-10
101,1113,2014-06-10
101,1114,2014-06-10
101,1115,2014-06-10
101,1116,2014-06-10
101,1117,2014-06-10
101,1118,2014-06-10
101,1119,2014-06-10
101,1120,2014-06-10
101,1121,2014-06-10
101,1122,2014-06-10
101,1123,2014-06-10
101,1124,2014-06-10
101,1125,2014-06-10
101,1126,2014-06-10
101,1127,2014-06-10
101,1128,2014-06-10
102,1129,2014-06-11
102,1130,2014-06-11
102,1131,2014-06-11
102,1132,2014-06-11
102,1133,2014-06-11
102,1134,2014-06-11
102,1135,2014-06-11
102,1136,2014-06-11
102,1137,2014-06-11
102,1138,2014-06-11
102,1139,2014-06-11
102,1140,2014-06-11
102,1141,2014-06-11
102,1142,2014-06-11
102,1143,2014-06-11
102,1144,2014-06-11
102,1145,2014-06-11
102,1146,2014-06-11
102,1147,2014-06-11
102,1148,2014-06-11
102,1149,2014-06-11
102,1150,2014-06-11
102,1151,2014-06-11
102,1152,2014-06-11
102,1153,2014-06-11
102,1154,2014-06-11
102,1155,2014-06-11
102,1156,2014-06-11
102,1157,2014-06-11
102,1158,2014-06-11
102,1159,2014-06-11
102,1160,2014-06-11
103,1161,2014-06-12
103,1162,2014-06-12
103,1163,2014-06-12
103,1164,2014-06-12
103,1165,2014-06-12
103,1166,2014-06-12
103,1167,2014-06-12
103,1168,2014-06-12
103,1169,2014-06-12
103,1170,2014-06-12
103,1171,2014-06-12
103,1172,2014-06-12
103,1173,2014-06-12
103,1174,2014-06-12
103,1175,2014-06-12
103,1176,2014-06-12
103,1177,2014-06-12
103,1178,2014-06-12
103,1179,2014-06-12
103,1180,2014-06-12
103,1181,2014-06-12
103,1182,2014-06-12
103,1183,2014-06-12
103,1184,2014-06-12
103,1185,2014-06-12
103,1186,2014-06-12
103,1187,2014-06-12
103,1188,2014-06-12
103,1189,2014-06-12
103,1190,2014-06-12
103,1191,2014-06-12
103,1192,2014-06-12
103,1193,2014-06-12
103,1194,2014-06-12
103,1195,2014-06-12
103,1196,2014-06-12
103,1197,2014-06-12
103,1198,2014-06-12
103,1199,2014-06-12
103,1200,2014-06-12
103,1201,2014-06-12
103,1202,2014-06-12
103,1203,2014-06-12
103,1204,2014-06-12
103,1205,2014-06-12
103,1206,2014-06-12
103,1207,2014-06-12
103,1208,2014-06-12
103,1209,2014-06-12
103,1210,2014-06-12
103,1211,2014-06-12
104,1212,2014-06-13
104,1213,2014-06-13
104,1214,2014-06-13
104,1215,2014-06-13
104,1216,2014-06-13
104,1217,2014-06-13
104,1218,2014-06-13
104,1219,2014-06-13
104,1220,2014-06-13
104,1221,2014-06-13
104,1222,2014-06-13
104,1223,2014-06-13
104,1224,2014-06-13
104,1225,2014-06-13
104,1226,2014-06-13
104,1227,2014-06-13
104,1228,2014-06-13
104,1229,2014-06-13
104,1230,2014-06-13
104,1231,2014-06-13
104,1232,2014-06-13
104,1233,2014-06-13
104,1234,2014-06-13
104,1235,2014-06-13
104,1236,2014-06-13
104,1237,2014-06-13
104,1238,2014-06-13
104,1239,2014-06-13
104,1240,2014-06-13
104,1241,2014-06-13
104,1242,2014-06-13
104,1243,2014-06-13
